A0CIB0	1.A.17.1.13
P01583	1.A.109.1.1
AIU34725.1	2.A.1.1.131
C6KSW1	9.B.215.1.1
Q4UG40	9.B.215.1.2
xp 012770036 1	9.B.215.1.3
OII76389.1	9.B.215.1.4
CEL94331.1	9.B.215.1.5
KFH06713.1	9.B.215.1.6
U6LM88	9.B.215.1.7
F0VPA7	9.B.215.1.8
J7ZT93	9.B.34.1.5
P0A1B9	3.A.6.1.3
P40612	3.A.6.1.3
P40613	3.A.6.1.3
P40699	3.A.6.1.3
P40700	3.A.6.1.3
P0A1M0	3.A.6.1.3
P40701	3.A.6.1.3
P40702	3.A.6.1.3
P41783	3.A.6.1.3
P41784	3.A.6.1.3
P41785	3.A.6.1.3
P41786	3.A.6.1.3
Q86DU6	8.B.28.1.1
P58925	8.B.28.1.2
P01523	8.B.28.1.3
H2BK14	8.B.28.1.5
R4IKI4	8.B.28.1.6
Q9BPH7	8.B.28.1.7
A5A9P9	2.A.6.5.12
P9WJU1	2.A.6.5.13
Q6AWP0	1.A.14.3.9
X0R891	8.A.35.1.3
M2ZD00	8.A.35.1.4
P0C195	8.B.28.1.4
Q6PFS3	8.A.16.2.12
P36112	9.B.216.1.1
O59725	9.B.216.1.2
Q55BP9	9.B.216.1.3
Q6SLH6	3.A.3.2.44
S6BKX3	3.A.1.204.21
B7IE18	2.A.66.4.8
M1W124	9.B.103.1.2
KMZ66701.1	9.B.103.1.3
O00322	8.A.40.7.1
O75841	8.A.40.7.2
O00526	8.A.90.1.1
O75631	8.A.90.2.1
Q9BT76	8.A.90.2.2
T2F9S8	8.A.90.2.3
B5X967	8.A.90.1.2
W5M5V0	8.A.90.1.3
Q12797	8.A.28.1.5
Q9VQC0	2.A.1.14.44
Q9T0H9	2.A.106.1.7
B1R5B7	9.A.8.1.14
W1MMS7	9.A.8.1.15
Q874B4	2.A.1.3.71
Q0VJU0	2.A.5.1.13
Q06IP1	1.A.1.5.30
P08758	1.A.31.1.7
D5RAW5	2.A.7.3.71
A6X7E7	2.A.1.81.5
A9WGD1	3.A.1.17.14
A9WGD2	3.A.1.17.14
Q180E3	2.A.1.3.72
Q6MLJ0	2.A.100.2.1
E1ZN43	2.A.100.1.5
Q6F0N9	2.A.87.4.1
Q2SR56	2.A.87.4.2
Q14P12	2.A.87.4.3
A6VAA0	1.B.20.1.8
Q7NWR2	1.C.75.1.6
Q7NWR3	1.B.20.1.9
SIO73073.1	1.C.3.4.4
SIO73072.1	1.C.3.4.4
G2LFD9	1.C.73.3.2
A3ZP39	1.C.73.3.3
K9XD23	1.C.73.3.4
E9FBL5	1.C.7.2.1
WP_030364034.1	1.C.7.1.2
B1Z6U1	1.C.75.1.7
KID84774.1	1.C.7.2.2
Q51449	1.C.106.4.1
Q9I788	1.C.106.4.2
C0HJZ6	1.C.52.1.35
Q9JXB5	2.A.17.1.8
xp_008873677	1.A.17.1.24
C0SP86	3.A.12.1.5
P0C1Q5	1.C.118.1.2
Q5PR33	9.B.88.1.2
M1EV50	9.B.88.1.3
P0C1Q4	1.C.118.1.1
D2CZG7	9.B.94.1.5
A8WE90	9.B.94.2.1
Q2F977	9.B.94.3.1
B2ZX24	9.B.94.1.1
W6JNH9	9.B.94.1.2
Q5M9R6	9.B.94.1.3
YP_009049677.1	9.B.94.1.4
G1KQ06	1.A.4.6.7
B5Y4G4	1.A.1.14.9
P43530	1.C.72.4.1
D0Z6T1	1.C.72.4.1
M6BTE9	1.C.72.4.2
O34349	9.B.105.2.3
O16242	2.A.19.4.14
Q5SIA2	2.A.37.2.7
Q2G1N0	2.A.1.2.99
Q9F0Z3	2.A.1.2.101
Q9F4G1	2.A.1.2.100
Q9VC02	2.A.18.5.5
D1J6Q5	1.C.14.1.7
Q7VYU0	1.A.43.1.17
Q08832	1.A.9.5.6
Q24352	1.A.9.5.6
Q31HC4	9.A.2.1.1
Q31HC3	9.A.2.1.1
O95859	8.A.40.1.20
O14523	8.A.78.1.1
A1Y189	1.B.8.1.16
Q8NG11	8.A.40.1.21
Q99445	9.A.71.1.1
D0E0C1	1.A.1.10.18
Q2A687	2.A.21.3.22
ANA11559.1	2.A.62.1.5
P46989	9.A.15.1.1
F4JP36	1.N.3.1.1
I1FNA7	1.N.3.1.2
Q22C76	1.N.3.1.3
Q8N441	8.A.23.1.6
E5S3P2	1.N.4.1.5
CEM12681.1	1.N.3.1.4
XP_015927894	1.N.3.1.5
B3DJD4	2.A.60.1.28
L7T0T8	2.A.1.13.25
A1L1W9	2.A.1.13.26
I4L671	8.B.24.1.4
I4L7C8	1.C.1.3.6
WP_068445074.1	1.E.23.2.2
U1YCE7	1.E.23.1.5
Q9FL59	9.A.57.1.5
AQX43455.1	2.A.31.2.15
B6ZGS9	9.B.208.1.2
Q8TDU6	9.A.14.21.1
P06756	8.A.54.1.4
O67184	3.A.1.110.13
P29465	4.D.1.1.12
Q04007	9.A.64.1.1
Q99382	9.A.64.1.1
P38264	9.A.64.1.1
Q42374	8.A.91.1.1
Q6DDI9	8.A.91.1.2
Q7ZWP6	8.A.91.1.3
A6QL44	1.A.9.1.12
Q6TMY2	1.A.9.1.12
Q6TMY3	1.A.9.1.12
Q9KV73	5.B.10.1.1
P44783	9.B.104.1.7
Q582U7	3.A.20.1.3
Q9U7C3	3.A.20.1.3
Q38IE1	3.A.20.1.3
Q38IE0	3.A.20.1.3
Q383C6	3.A.20.1.3
Q38ID9	3.A.20.1.3
Q38CL4	3.A.20.1.3
Q38ET6	3.A.20.1.3
Q31NV8	3.D.3.5.3
Q54711	3.D.3.5.3
Q31NV7	3.D.3.5.3
Q54710	3.D.3.5.3
Q8DII4	3.D.4.3.4
Q8DII5	3.D.4.3.4
Q8DHE8	3.D.4.4.4
Q8DHE9	3.D.4.4.4
Q8DHF0	3.D.4.4.4
Q845W9	2.A.81.1.6
B1P1H2	8.B.3.1.6
XP_005249928.1	8.A.15.1.2
D3KYX7	1.I.1.1.4
D3KZ16	1.I.1.1.4
D3KYT8	1.I.1.1.4
D3KYT9	1.I.1.1.4
D3KYQ3	1.I.1.1.4
D3KYN7	1.I.1.1.4
D3KYY1	1.I.1.1.4
D3KYX5	1.I.1.1.4
D3KZ15	1.I.1.1.4
D3KYX9	1.I.1.1.4
D3KYX8	1.I.1.1.4
I0XVQ9	1.A.1.5.31
P24588	8.A.28.1.6
AQM58153.1	9.B.39.1.7
XP_019931100.1	1.A.10.1.19
Q9BRK5	8.A.82.3.1
Q12325	2.A.53.1.13
Q12436	2.A.5.1.14
WP_067456760.1	2.A.1.30.2
O07585	1.A.112.2.4
WP_026986912.1	2.A.1.34.2
WP_039787850.1	2.A.1.34.3
Q3BQC3	2.A.1.39.2
E4N7C0	2.A.1.39.3
Q58290	9.B.156.2.2
P57105	8.A.24.1.5
B6KH90	3.A.10.1.17
Q9TZD9	3.A.1.209.3
O44897	3.A.1.209.3
Q86WC4	2.A.49.3.3
W5L189	9.B.207.2.1
P94440	3.A.1.105.19
P94441	3.A.1.105.19
P94442	3.A.1.105.19
A4ZGP3	2.A.1.3.73
E8QNY4	1.A.1.13.9
Q6MNM0	3.A.1.1.51
U1KDR4	1.C.41.2.2
A5N119	1.C.41.2.3
D8Q4J7	1.C.41.2.4
G9MZB0	1.C.41.2.5
W0H3Q2	1.C.41.2.6
Q9Y693	1.A.82.1.6
AIU41385.1	2.A.1.1.123
AGG19156.1	2.A.1.1.122
Q14802	1.A.27.1.5
S4R445	1.A.27.1.5
O29901	3.A.3.5.7
A6G405	2.A.1.80.2
E8RGU3	2.A.1.80.3
G5IZE1	2.A.1.80.5
A3KFH8	2.A.1.73.2
M9R915	2.A.1.80.4
S2W0Y0	2.A.1.72.2
W9E550	2.A.1.72.3
H9BDX0	2.A.1.73.3
U6SHT2	2.A.1.74.2
T1X9X1	2.A.1.74.3
M7CMH2	2.A.1.74.4
WP_067048909.1	2.A.1.68.2
WP_033141934.1	2.A.1.68.3
Q9Y548	9.B.135.2.3
L8H566	9.B.135.2.4
B6XVH9	9.B.67.8.1
F6WPS3	9.B.135.2.5
CDW76090.1	9.B.135.2.6
Q68CP4	9.B.169.4.1
SET99644.1	9.B.67.8.2
H2J8A7	9.B.67.8.3
Q3SPX7	9.B.67.6.8
O00560	8.A.24.2.1
Q9WTW1	8.A.24.1.4
R6KQT0	9.B.169.4.2
D0YV78	9.B.169.4.3
L0DRS6	9.B.169.4.4
Z5XM27	9.B.169.4.5
P63092	8.A.92.1.1
P62873	8.A.92.1.1
O14610	8.A.92.1.1
O04714	9.A.14.5.2
P18064	8.A.92.1.2
P49177	8.A.92.1.2
Q9FDX9	8.A.92.1.2
Q93V47	8.A.92.1.2
A6ZSQ7	8.A.92.1.3
A6ZQ42	8.A.92.1.3
P38011	8.A.92.1.3
CAQ67972.1	4.A.6.1.25
CAQ67971.1	4.A.6.1.25
CAQ67973.1	4.A.6.1.25
CAQ67974.1	4.A.6.1.25
ART98499	4.A.1.2.14
ART98417	4.A.1.2.15
ART98386	4.A.1.2.16
ART98514	4.A.1.1.19
Q66I64	1.A.8.10.16
T1T4Z8	1.A.87.2.4
Q9NUM4	9.B.23.1.1
W6UFX4	9.B.23.2.1
W9QGI4	9.B.23.3.1
M5VQY3	9.B.23.3.2
U5FWZ7	9.B.23.4.1
K3XFH1	9.B.23.4.2
Q9VYT4	3.A.3.5.37
B8D1W7	3.A.1.151.1
B8D1W6	3.A.1.151.1
B8D1W5	3.A.1.151.1
U2PSG5	3.A.1.149.2
U2NJR5	3.A.1.149.2
S7U3S6	3.A.1.149.3
S7U8X0	3.A.1.149.3
B5YBA9	3.A.1.151.2
B5YBB0	3.A.1.151.2
B5YBB1	3.A.1.151.2
Q9HXH5	3.A.1.152.1
Q9HVV6	3.A.1.152.1
Q9HXH4	3.A.1.152.1
C1F8J0	3.A.1.152.2
H7FLH6	2.A.7.30.2
Q5SL96	3.A.1.152.3
Q5SL95	3.A.1.152.3
A4SF64	3.A.1.152.4
H2CBG8	3.A.1.152.5
G2E902	3.A.1.152.6
A6CDW2	3.A.1.152.7
W0F0K1	3.A.1.152.8
Q8R8L8	3.A.1.140.2
Q8R8L9	3.A.1.140.2
B2J6L9	3.A.1.140.3
B2J284	3.A.1.140.3
W7IRK4	3.A.1.140.4
W7IGC2	3.A.1.140.4
I3D0Z6	3.A.1.140.5
I3D120	3.A.1.140.5
C1C6A1	3.A.1.140.6
C1C6A0	3.A.1.140.6
P40420	2.A.7.5.4
BAK19931	3.A.2.1.9
BAK19938	3.A.2.1.9
BAK19939	3.A.2.1.9
BAK19932	3.A.2.1.9
BAK19935	3.A.2.1.9
BAK19937	3.A.2.1.9
BAK19936	3.A.2.1.9
BAK19948	3.A.2.1.10
BAK19946	3.A.2.1.10
BAK19947	3.A.2.1.10
BAK19945	3.A.2.1.10
BAK19949	3.A.2.1.10
BAK19941	3.A.2.1.10
BAK19943	3.A.2.1.10
	3.A.2.1.10
BAK19942	3.A.2.1.10
BAK19933	1.A.77.2.17
Q6MGV3	3.A.1.137.2
Q6MGV5	3.A.1.137.2
Q6MLX4	3.A.1.105.20
Q6MLX5	3.A.1.105.20
Q6MLX6	3.A.1.105.20
Q6MLX7	3.A.1.105.20
Q6MLX8	3.A.1.105.20
R9UW99	3.A.1.2.28
R9USS2	3.A.1.2.28
O83323	3.A.1.2.28
O83324	3.A.1.2.28
P02981	2.A.1.2.102
C6G9U4	2.A.1.2.103
Q9NXW2	1.P.1.1.1
O75477	1.P.1.1.1
O94905	1.P.1.1.1
O43315	1.A.8.9.14
Q5BJF2	8.A.93.1.1
Q7SI25	1.Q.1.1.1
Q1K949	1.Q.1.1.1
Q7SGS8	1.Q.1.1.1
Q7S1G9	1.Q.1.1.1
Q7RXW5	1.Q.1.1.1
V5IPZ0	1.Q.1.1.1
V5IPP0	1.Q.1.1.1
Q1K809	1.Q.1.1.1
Q7SFB8	1.Q.1.1.1
V5IMT0	1.Q.1.1.1
V5IRI4	1.Q.1.1.1
U9WGC6	1.Q.1.1.1
Q1K7S9	1.Q.1.1.1
Q7SE37	1.Q.1.1.1
Q7S799	1.Q.1.1.1
	1.Q.1.1.1
Q7S0N9	1.Q.1.1.1
Q1K5B8	1.Q.1.1.1
Q7SB60	1.Q.1.1.1
D6VTK4	9.B.45.1.1
P06783	9.B.45.2.1
W9K2M0	9.B.45.1.2
D2N2E0	9.B.45.1.3
F9FB82	9.B.45.2.2
D2N1Y9	9.B.45.2.3
T1RLE0	9.B.45.2.4
L7V0R4	9.B.45.2.5
V9D2C4	9.B.45.1.4
S7QPC4	9.B.45.1.5
M3TK92	2.A.6.6.12
P35439	1.A.10.1.6
Q05586	1.A.10.1.20
Q12879	1.A.10.1.20
M4VDZ8	8.A.85.2.1
WP_010035418.1	1.I.3.1.1
WP_029601055.1	1.I.3.1.1
WP_010044253.1	1.I.3.1.1
WP_010044366.1	1.I.3.1.1
WP_010049031.1	1.I.3.1.1
WP_081471983.1	1.I.3.1.1
Q4Q3A6	3.A.1.201.26
D3GE74	3.A.1.204.22
A9YWR6	3.A.1.204.22
Q8RXN0	3.A.1.204.8
Q58542	3.A.19.1.3
Q12118	3.A.21.1.1
Q12125	3.A.21.1.1
Q12285	3.A.21.1.1
Q93EP6	1.C.107.1.4
Q7MZV7	1.C.107.1.4
F1S0R5	9.A.14.16.3
P11362	8.A.23.1.7
P09038	1.A.108.1.1
P01584	1.A.109.1.2
SDY93042.1	9.A.22.3.2
SET53670.1	9.A.22.3.3
WP_017185054.1	9.A.22.1.4
D7W4Z8	9.A.22.4.1
N9UUM3	9.A.22.4.2
Q93TI8	9.B.67.8.4
Q8RE29	9.B.14.1.15
V7PM75	9.B.14.4.4
I0FX81	9.A.22.4.3
G2PYH7	9.B.14.1.16
R5VVL6	9.B.97.1.12
B6BT00	9.B.14.4.5
Q8BHY3	1.A.17.1.25
Q16891	9.B.216.1.4
M2XSV3	9.B.216.1.5
F1QZE9	1.A.17.4.13
Q5ICW6	1.A.17.4.13
E7FFT2	1.A.17.4.13
U6JHB5	1.A.8.9.15
U6PXB1	1.A.8.4.3
E1S7Z6	1.B.84.1.1
A5FB13	1.B.84.1.2
S5ITU6	1.B.84.1.3
T0HBK1	1.B.84.1.4
F0Q7S3	1.B.84.1.5
B1ZWT9	1.B.84.1.6
P50416	4.C.2.1.3
Q07540	9.B.21.1.2
ALM14528	1.A.1.29.6
ALM14486	1.A.23.2.3
ALM14093	1.E.43.1.14
ALM14371	2.A.55.3.8
ALM14788	2.A.66.12.8
ALM13851	2.A.69.4.7
ALM14363	2.A.102.3.3
ALM14250	9.A.24.1.14
ALM14817	9.B.105.1.9
ALM14658	9.B.142.6.3
ALM14264	9.B.146.1.8
H9BZ66	3.A.1.204.23
Q9Y639	8.A.23.1.8
ALD51314.1	2.A.3.3.24
Q9C8J8	3.A.1.204.24
Q7PC87	3.A.1.205.23
I6XGC6	3.A.1.205.24
G8A929	2.A.7.14.6
Q9ZQ89	2.A.7.19.4
BAR94041	3.A.1.205.25
Q9FLD5	3.A.28.1.3
P92935	2.A.12.1.19
Q9LP11	3.A.28.1.4
Q9H7V2	8.A.58.2.13
Q72FF1	5.B.11.1.1
Q72FF0	5.B.11.1.1
Q72FE9	5.B.11.1.1
Q72FE8	5.B.11.1.1
SFW35598	5.B.12.1.1
SFW35622	5.B.12.1.1
SFW35637	5.B.12.1.1
SFW35650	5.B.12.1.1
SFW35666	5.B.12.1.1
Q729R3	3.D.1.4.4
Q729R2	3.D.1.4.4
Q729R1	3.D.1.4.4
Q729R0	3.D.1.4.4
Q729Q9	3.D.1.4.4
Q729Q8	3.D.1.4.4
AIC81181	1.A.11.4.8
AIC81184	1.A.11.4.9
A0Y0J1	9.B.191.2.1
KRO47255.1	2.A.123.1.20
XP_020105579	2.A.123.1.21
H3GD93	2.A.123.1.22
P24092	5.B.13.1.1
AAS95017	5.B.13.1.1
YP_009757	5.B.13.1.1
ABM29424	5.B.13.1.1
ABM29425	5.B.13.1.1
YP_009754	5.B.13.1.1
WP_022659693	3.D.7.1.2
WP_015939130	3.D.7.1.2
WP_011746282	3.D.7.1.3
WP_012475229	3.D.7.1.3
Q9LUR4	2.A.123.1.23
Q9ZV02	2.A.123.1.24
F0T9U2	2.A.123.1.25
Q9UW03	3.A.1.205.26
Q9FGQ2	2.A.123.1.26
Q89G85	2.A.123.2.14
V4HHT4	1.A.1.29.3
Q46836	1.A.54.5.4
C0HKN7	1.C.16.1.6
XP_008883296.1	1.C.16.2.2
F0VP43	1.C.16.2.3
P83240	1.C.124.1.1
P83239	1.C.124.2.1
AGK88595.1 		1.C.124.1.2
API81363.1	1.C.124.1.3
C5J888	1.C.124.1.4
P82427	1.C.124.1.5
AGK88595.1 	1.C.124.1.2
WP_067959101.1	9.B.109.1.4
AIF22088.1	9.B.109.1.5
WP_075049486.1	9.B.109.1.6
WP_017369042.1	9.B.116.1.3
Q9SHU7	3.A.9.1.2
WP_064937995	2.A.7.35.10
Q8NTX6	2.A.7.41.1
H5UTD8	2.A.7.41.2
WP_029212855	2.A.7.41.3
WP_040425496	2.A.7.41.4
WP_092929777	2.A.7.42.1
WP_027079585	9.A.24.1.15
SDB79733	2.A.7.41.5
WP_050503534.1	2.A.7.42.2
WP_068921667	2.A.7.42.3
WP_026924617.1	2.A.7.42.5
WP_013133699	2.A.7.42.4
WP_069389241.1	2.A.7.42.7
WP_067965873	2.A.7.42.6
Q8NMG4	2.A.1.3.74
A6VL35	2.A.47.5.3
Q0P964	2.A.23.1.11
A5KHL1	2.A.61.1.4
Q0PC49	2.A.13.1.5
Q0PAK3	2.A.13.1.6
AKM77831.1	9.B.67.6.9
AKM78418.1	2.A.1.46.11
F0LJG4	2.A.42.1.7
AKM78056.1	2.A.42.1.8
E1ICX7	9.B.142.2.11
AKM78186.1	9.B.142.2.12
AKM78652.1	9.B.142.4.10
P50738	9.B.217.1.1
O31754	9.B.149.2.1
C1CEX9	9.B.218.1.1
T1Y5L2	9.B.217.1.2
WP_067877846.1	9.B.217.1.3
Q188Z4	9.B.217.1.4
W8P2Q7	9.B.217.1.5
M0JRF8	9.B.217.1.6
WP_045464908.1	9.B.217.1.7
B5IGQ4	9.B.217.2.1
J7YEJ0	9.B.218.1.2
WP_088857572.1	2.A.22.5.4
A3U6A7	2.A.76.3.1
WP_026069072.1	9.B.2.10.1
WP_031561678	9.B.218.2.1
WP_014405681.1	9.B.218.3.1
WP_062417086.1	9.B.218.3.2
I4ED78	9.B.218.1.3
XP_016555472.1	9.B.2.1.19
WP_019177721.1	9.B.217.2.2
WP_062551807.1	9.B.217.2.3
WP_048112542.1	9.B.217.2.4
AKM77856	9.B.217.1.8
AKM78660.1	9.B.220.1.1
WP_067429597.1	9.B.220.2.1
WP_008082281.1	9.B.2.10.2
WP_048097666.1	9.B.2.10.3
WP_066074863.1	9.B.2.10.4
WP_048105552.1	9.B.2.10.5
P42603	9.B.221.1.1
AKM77925.1	9.B.221.1.3
C4TZN8	9.B.221.1.2
R6P3E2	9.B.221.1.4
E7S5Q5	2.A.128.1.1
W7BEZ8	2.A.128.1.3
WP_081348198.1	2.A.128.1.4
F5WT20	2.A.128.1.5
R4T7C0	2.A.128.1.6
S4NN55	2.A.128.1.7
WP_081599871.1	2.A.128.1.8
R7HH54	2.A.128.1.9
WP_072836313.1	2.A.128.1.10
AKM77947.1	3.A.1.145.5
akm78054	9.B.149.2.2
AKM77924	2.A.76.1.12
AKM78370.1	2.A.129.1.3
O22008	2.A.129.1.1
P9WMS9	2.A.129.1.2
C4LHZ7	2.A.129.1.4
SEM04082.1	2.A.129.1.5
J8LXE1	2.A.128.1.2
WP_085088541.1	2.A.129.1.6
AKM77934	9.B.27.2.9
T1YCA9	2.A.129.1.7
AKM78165	9.B.27.2.10
AKM77868	1.E.40.3.17
AKM77902	2.A.7.1.16
C7RW17	9.B.222.1.1
D8PGV6	9.B.222.1.2
D5MJT2	9.B.222.1.3
T0LFV2	9.B.222.1.4
	9.B.222.1.5
AKM77901	9.B.222.1.5
R4MM06	9.B.214.2.6
AKM78436.1	9.B.214.2.5
O31833	9.B.223.1.1
M9RAP0	9.B.223.1.2
D2S7H8	9.B.223.1.3
A6KZX2	9.B.223.1.4
AKM78363.1	9.B.223.1.5
W4F2V3	9.B.223.1.6
E3GN93	9.B.223.1.7
I0G5A7	9.B.223.1.8
D2ZN21	9.B.223.1.9
G9EP97	9.B.223.1.10
AKM78687	9.B.223.1.11
AKM78689	9.B.223.1.12
AKM80458	2.A.1.46.12
S3V116	9.B.224.1.1
Q20YV4	9.B.224.1.3
Q9RPZ5	9.B.142.13.1
V1WMW0	9.B.142.13.2
G2E572	9.B.224.1.4
D4KT22	9.B.14.1.17
akm79995	9.B.142.14.1
AKM79972.1	3.A.1.115.3
AKM79973	3.A.1.115.3
V5RWM6	4.D.1.2.1
K9AUN1	4.D.1.2.2
AKM77948	3.A.1.145.5
Q54LG2	1.C.35.2.2
F2XFM9	1.C.35.1.5
D6QZN1	1.C.35.2.3
O15354	9.A.14.13.20
AKM79597	2.A.1.33.4
AKM80112	3.A.11.1.5
AKM80389.1	3.A.11.1.5
AKM80398.1	3.A.11.1.5
AKM80287.1	3.A.11.1.5
AKM80661.1	3.A.11.1.5
AKM80724.1	3.A.11.1.5
AKM80623.1	3.A.11.1.5
AKM80915.1	3.A.11.1.5
AKM80721.1	3.A.11.1.5
AKM80378.1	3.A.11.1.5
AKM80379.1	3.A.11.1.5
AKM80716.1	3.A.11.1.5
AKM80720.1	3.A.11.1.5
AKM80377.1	3.A.11.1.5
AKM80619.1	3.A.11.1.5
AKM80781.1	3.A.11.1.5
akm79372	9.B.67.4.4
AKM79484	4.D.1.3.5
WP_003578604	9.B.142.15.1
WP_075061911	9.B.142.15.2
OJG93487	9.B.142.15.3
WP_013569473	9.B.142.15.4
WP_060765543	9.B.142.15.5
WP_069784798.1	9.B.142.15.6
OGM09352.1	9.B.142.4.11
WP_071420629.1	9.B.144.1.6
WP_037783881.1	9.B.142.11.7
WP_008476467.1	9.B.144.1.7
CUQ78194.1	9.B.142.15.7
WP_062389934.1	9.B.142.15.8
WP_048136780.1	9.B.144.3.1
WP_090249803.1	9.B.225.1.7
WP_051265119	9.B.225.1.2
SMC70286	9.B.225.1.3
WP_084286127	9.B.225.1.4
WP_089886863.1	9.B.225.1.5
WP_052889986.1	9.B.225.1.6
Q8NQ73	9.B.225.1.1
AKM79400.1	9.B.142.3.12
AKM79444	2.A.66.2.25
AKM79800	9.B.142.16.1
AKM79488.1	9.B.142.4.12
AKM79409.1	9.B.142.4.13
AKM79583.1	2.A.7.3.72
AKM79430	2.A.7.3.73
AKM78992.1	9.B.67.1.5
B6T2L9	8.A.61.1.7
W8EY14	2.A.127.1.5
WP_066273597.1	2.A.127.1.6
SEH05707	2.A.127.1.7
WP_084264158.1	2.A.127.1.8
SHH76803.1	2.A.129.1.8
OQJ72346.1	2.A.129.1.9
WP_074970406.1	2.A.129.1.10
OIP96972.1	2.A.9.5.1
OIN88172.1	2.A.9.5.2
OGL55967.1	2.A.9.5.3
OGY67190.1	2.A.9.3.8
OIO18680.1	2.A.9.3.9
B9WF52	2.A.5.1.15
P87020	2.A.5.1.15
Q15818	1.C.92.1.3
AKM80739	4.D.1.2.3
WP_057706366	9.B.2.1.20
WP_018030027	9.B.2.8.1
AKM80018	9.B.2.8.2
WP_001091018.1	9.B.2.1.21
WP_067643222.1	9.B.2.1.22
OEU22998.1	9.B.3.1.2
WP_073222283.1	9.B.3.1.3
B8LCS6	9.B.3.1.4
O50515	8.A.8.1.7
Q9S2H4	4.A.1.1.20
Q9S2H6	4.A.1.1.20
P11021	1.A.33.1.6
Q9MBE6	2.A.29.3.6
Q9MBE7	2.A.29.3.7
Q4W8A1	1.A.51.2.1
V9P9Q8	1.A.9.4.6
D3B7R7	2.A.98.1.5
S2JQB2	2.A.98.1.6
F0JDW0	2.A.98.1.7
S4H275	2.A.10.1.6
WP_091089264.1	2.A.98.3.1
N1UVI1	2.A.102.2.10
WP_019182041.1	9.A.24.4.7
WP_022707006.1	9.A.24.4.8
WP_084398546.1	9.A.24.4.9
WP_049997940.1	9.A.24.1.16
WP_048042733.1	9.A.24.4.10
SHN80733.1	2.A.123.3.3
WP_094447971.1	9.B.268.1.1
V5H5N4	2.A.123.3.4
WP_084760013.1	9.A.24.3.2
Q86UL8	8.A.24.1.6
A8JNI3	9.B.39.1.8
O35114	9.B.39.1.9
Q99523	9.A.63.1.3
AKM80859	9.B.1.1.7
AKM80210	9.B.124.1.10
AKM80458	2.A.1.46.13
AKM80696	2.A.123.2.15
AKM80565	9.B.224.1.2
AKM80558	9.B.67.4.5
AKM80415	3.A.1.122.17
AKM80416	3.A.1.122.17
AKM80417	3.A.1.105.21
AKM80418	3.A.1.105.21
Q96B42	9.B.228.1.1
F4HUY1	9.B.228.1.2
M2XP40	9.B.228.1.3
Q4DMY3	9.B.228.1.4
Q4Q4P9	9.B.228.1.5
XP_015987553.1	2.A.74.1.7
KIO23915.1	9.B.228.1.6
V6F2B2	9.A.8.1.7
V6F4V4	9.A.8.1.7
V6EW69	9.A.8.1.16
V6EWG3	9.A.8.1.16
D7FE37	1.B.14.1.27
M5AB31	1.B.14.1.28
B3ET73	3.A.23.6.1
B3ET74	3.A.23.6.1
B3ET75	3.A.23.6.1
B3ET76	3.A.23.6.1
C3L421	3.A.23.6.1
B3ERV5	3.A.23.6.1
B3ERV6	3.A.23.6.1
B3ERW2	3.A.23.6.1
B3ERW3	3.A.23.6.1
B3ET61	3.A.23.6.1
B3ET62	3.A.23.6.1
B3ERD7	3.A.23.6.1
B3ET64	3.A.23.6.1
B3ET65	3.A.23.6.1
B3ET66	3.A.23.6.1
B3ET67	3.A.23.6.1
B3ET68	3.A.23.6.1
B3ET69	3.A.23.6.1
B3ET70	3.A.23.6.1
B3ET71	3.A.23.6.1
B3ET72	3.A.23.6.1
H0RSU6	3.A.1.203.12
T2G9A8	9.B.65.1.2
B2Q447	9.B.65.1.3
I7EK26	9.B.65.1.4
CZI34875.1	9.B.65.1.5
I4EIZ0	9.B.65.1.6
WP_090278590.1	9.B.65.1.7
OIP97414.1	9.B.65.1.8
WP_082050747.1	9.B.65.1.9
F0RTY0	9.B.65.1.10
K9UKU9	1.A.78.2.9
Q8J2Q1	3.A.1.208.40
Q9HGT5	3.A.1.201.27
Q3ZZY5	2.A.1.16.8
F2RYR3	3.A.1.212.3
F2SHL1	3.A.1.205.27
P02719	1.A.1.10.19
Q0PCW5	1.A.8.8.21
Q15848	8.A.94.1.1
P0C862	8.A.94.1.2
Q8N8Q8	2.A.9.1.3
O94587	2.A.9.1.4
A6THI3	3.A.1.152.9
A6THI4	3.A.1.152.9
A6TEM0	3.A.1.152.9
Q8KS20	3.D.4.3.3
K6C808	3.D.4.10.4
K6ECM4	3.D.4.10.5
Q51665	3.D.4.10.1
Q51666	3.D.4.10.1
Q51667	3.D.4.10.1
Q51664	3.D.4.10.1
O17274	1.A.9.4.7
Q9X4C0	9.B.18.1.4
Q16623	8.A.91.1.4
Q01668	1.A.1.11.31
Q177B7	2.A.30.1.3
P02786	9.B.229.1.1
Q9UP52	9.B.229.1.2
J4VWV1	9.B.229.1.3
H0EGM8	9.B.229.1.4
G2SIT7	9.B.229.1.5
Q6ZXV5	8.A.95.1.1
Q56A06	8.A.95.1.3
E8R3Q1	9.B.147.2.2
D5SRZ7	9.B.147.2.3
I7ZA57	9.B.147.2.4
B5EAG2	8.A.95.2.1
D2QUV8	8.A.95.1.4
I4C310	8.A.95.1.5
W0SGL0	8.A.95.1.7
Q01QN7	8.A.95.2.2
Q71QF2	1.C.4.5.3
Q9M2P2	2.A.4.5.4
O80632	2.A.4.5.5
Q9SI03	2.A.4.4.9
Q9BUB7	8.A.96.1.1
