Year,Kingdom,Phylum,Class,Species,Tcode,KEGGId,RefSeq
2002,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri 306,T00084,xac,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/165/GCA_000007165.1_ASM716v1
2010,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas albilineans,T01160,xal,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/087/965/GCA_000087965.1_ASM8796v1
2019,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas sp. ISO98C4,T06033,xan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/525/GCA_003999525.1_ASM399952v1
2013,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas axonopodis Xac29-1,T02500,xao,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/585/GCA_000348585.1_ASM34858v1
2019,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas arboricola,T06096,xar,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/745/GCA_000972745.1_ASM97274v1
2011,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas axonopodis pv. citrumelo F1,T01616,xax,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/915/GCA_000225915.1_ASM22591v1
2008,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas campestris pv. campestris B100,T00759,xca,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/070/605/GCA_000070605.1_ASM7060v1
2005,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas campestris pv. campestris 8004,T00247,xcb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/105/GCA_000012105.1_ASM1210v1
2002,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas campestris pv. campestris ATCC 33913,T00083,xcc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/145/GCF_000007145.1_ASM714v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri mf20,T03781,xcf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/275/GCA_000961275.1_ASM96127v1
2013,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri subsp. citri Aw12879,T02519,xci,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/225/GCA_000349225.1_ASM34922v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri subsp. citri UI6,T03894,xcj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/175/GCA_000961175.1_ASM96117v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri MN12,T03735,xcm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/215/GCA_000961215.1_ASM96121v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri NT17,T03734,xcn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/195/GCA_000961195.1_ASM96119v1
2012,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas campestris pv. raphani,T01872,xcp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/965/GCA_000221965.1_ASM22196v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri MN11,T03780,xcr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/235/GCA_000961235.1_ASM96123v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri subsp. citri A306,T03584,xct,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/885/GCA_000816885.1_ASM81688v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri UI7,T03733,xcu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/155/GCA_000961155.1_ASM96115v1
2005,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas campestris pv. vesicatoria,T00288,xcv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/165/GCA_000009165.1_ASM916v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. citri MN10,T03779,xcw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/255/GCA_000961255.1_ASM96125v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas fragariae,T04667,xfr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/565/GCA_001705565.1_ASM170556v1
2014,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas citri pv. fuscans,T03094,xfu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/685/GCA_000969685.1_ASM96968v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas gardneri,T04668,xga,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/775/GCA_001908775.1_ASM190877v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas hortorum,T05082,xhr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/515/GCA_002285515.1_ASM228551v1
2006,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzae MAFF 311018,T00360,xom,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/025/GCA_000010025.1_ASM1002v1
2005,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzae KACC 10331,T00235,xoo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/385/GCA_000007385.1_ASM738v1
2008,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzae PXO99A,T00763,xop,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/585/GCA_000019585.2_ASM1958v2
2012,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzicola BLS256,T01873,xor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/315/GCA_000168315.3_ASM16831v3
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzae PXO86,T03765,xoy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/075/GCA_000948075.1_ASM94807v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas oryzae pv. oryzicola CFBP7342,T03868,xoz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/825/GCA_000940825.1_ASM94082v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas perforans,T04778,xpe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/855/GCA_001908855.1_ASM190885v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas phaseoli,T05156,xph,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/135/GCA_002759135.1_ASM275913v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas sacchari,T03566,xsa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/185/GCA_000815185.1_ASM81518v1
2015,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas translucens,T03961,xtn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/935/GCA_001021935.1_ASM102193v1
2018,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas vasicola,T05388,xva,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/715/GCA_003015715.1_ASM301571v1
2017,Bacteria,Gammaproteobacteria - Others,Xanthomonas,Xanthomonas vesicatoria,T04741,xve,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/725/GCA_001908725.1_ASM190872v1
2000,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa 9a5c,T00033,xfa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/725/GCA_000006725.1_ASM672v1
2012,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa subsp. fastidiosa GB514,T01979,xff,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/405/GCA_000148405.1_ASM14840v1
2017,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa Hib4,T04925,xfh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/315/GCA_001456315.1_ASM145631v1
2014,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa MUL0034,T03317,xfl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/825/GCA_000698825.1_ASM69882v1
2008,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa M12,T00677,xfm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/325/GCA_000019325.1_ASM1932v1
2008,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa M23,T00692,xfn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/765/GCA_000019765.1_ASM1976v1
2014,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa subsp. sandyi Ann-1,T03318,xfs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/805/GCA_000698805.1_ASM69880v1
2003,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella fastidiosa Temecula1,T00113,xft,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/245/GCA_000007245.1_ASM724v1
2018,Bacteria,Gammaproteobacteria - Others,Xylella,Xylella taiwanensis,T05568,xtw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/785/GCA_003352785.1_ASM335278v1
2016,Bacteria,Gammaproteobacteria - Others,Zhongshania,Zhongshania aliphaticivorans,T04315,zal,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/255/GCA_001586255.1_ASM158625v1
2017,Bacteria,Gammaproteobacteria - Others,Zobellella,Zobellella denitrificans,T05100,zdf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/485/GCA_002407485.1_ASM240748v1
2018,Bacteria,Gammaproteobacteria - Others,Zymobacter,Zymobacter palmae,T05646,zpl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/610/015/GCA_003610015.1_ASM361001v1
2009,Bacteria,Gemmatimonadetes,Gemmatimonas,Gemmatimonas aurantiaca,T00878,gau,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/305/GCA_000010305.1_ASM1030v1
2017,Bacteria,Gemmatimonadetes,Gemmatimonas,Gemmatimonas phototrophica,T04580,gph,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/095/GCA_000695095.2_ASM69509v2
2014,Bacteria,Gemmatimonadetes,Gemmatirosa,Gemmatirosa kalamazoonesis,T03025,gba,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/985/GCA_000522985.1_ASM52298v1
,Fungi,Heterolobosea,Amoeboflagellate,Naegleria gruberi,T01241,ngr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/985/GCF_000004985.1_V1.0
2016,Bacteria,Kiritimatiellaeota,Kiritimatiella,Kiritimatiella glycovorans,T04225,vbl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/017/655/GCA_001017655.1_ASM101765v1
2008,Archaea,Korarchaeota,Korarchaeum,Candidatus Korarchaeum cryptofilum,T00668,kcr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/605/GCA_000019605.1_ASM1960v1
2018,Bacteria,Lentisphaerae,Unclassified Victivallales,Victivallales bacterium CCUG 44730,T05502,vbc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/998/355/GCA_002998355.1_ASM299835v1
2015,Archaea,Lokiarchaeota,Lokiarchaeum,Lokiarchaeum sp. GC14_75,T04015,loki,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/986/845/GCA_000986845.1_ASM98684v1
2015,Archaea,Lokiarchaeota,Unclassified Archaea,Archaeon GW2011_AR10,T03835,agw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/275/GCA_000830275.1_ASM83027v1
2015,Archaea,Lokiarchaeota,Unclassified Archaea,Archaeon GW2011_AR20,T03843,arg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/315/GCA_000830315.1_ASM83031v1
2016,Bacteria,Melainabacteria,Unclassified Melainabacteria,Candidatus Melainabacteria bacterium MEL.A1,T04546,mbf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/765/415/GCA_001765415.1_ASM176541v1/
2017,Archaea,Micrarchaeota,Candidatus Mancarchaeum,Candidatus Micrarchaeota archaeon Mia14,T05015,marh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/165/GCA_002214165.1_ASM221416v1
,Plants,Monocots,Asparagus family,Asparagus officinalis (garden asparagus),T05243,aof,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/935/GCF_001876935.1_Aspof.V1
,Plants,Monocots,Banana family,Musa acuminata (wild Malaysian banana),T03447,mus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/855/GCF_000313855.2_ASM31385v2
,Plants,Monocots,Grass family,Aegilops tauschii (wheat D),T04345,ats,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/957/025/GCF_001957025.1_Aet_MR_1.0
,Plants,Monocots,Grass family,Brachypodium distachyon,T01717,bdi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0
,Plants,Monocots,Grass family,Oryza sativa japonica (Japanese rice) (RAPDB),T02163,dosa,http://rapdb.dna.affrc.go.jp/download/irgsp1.html
,Plants,Monocots,Grass family,Oryza brachyantha (malo sina),T02995,obr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.1_Oryza_brachyantha.v1.4b
,Plants,Monocots,Grass family,Oryza sativa japonica (Japanese rice) (RefSeq),T01015,osa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0
,Plants,Monocots,Grass family,Sorghum bicolor (sorghum),T01086,sbi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3
,Plants,Monocots,Grass family,Setaria italica (foxtail millet),T02818,sita,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/155/GCF_000263155.2_Setaria_italica_v2.0
,Plants,Monocots,Grass family,Zea mays (maize),T01088,zma,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/005/GCF_000005005.2_B73_RefGen_v4
,Plants,Monocots,Orchid family,Dendrobium catenatum,T05027,dct,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/985/GCF_001605985.2_ASM160598v2
,Plants,Monocots,Orchid family,Phalaenopsis equestris,T05601,peq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/595/GCF_001263595.1_ASM126359v1
,Plants,Monocots,Palm family,Elaeis guineensis (African oil palm),T03921,egu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/705/GCF_000442705.1_EG5
,Plants,Monocots,Palm family,Phoenix dactylifera (date palm),T03274,pda,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/155/GCF_000413155.1_DPV01
2003,Archaea,Nanoarchaeota,Nanoarchaeum,Nanoarchaeum equitans,T00152,neq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/085/GCA_000008085.1_ASM808v1
2016,Archaea,Nanoarchaeota,Nanopusillus,Candidatus Nanopusillus acidilobi,T04255,naa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/552/015/GCA_001552015.1_ASM155201v1
2016,Archaea,Nanohaloarchaeota,Unclassified Nanohaloarchaea,Nanohaloarchaea archaeon SG9,T04498,nac,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/425/GCA_001761425.1_ASM176142v1
2015,Bacteria,Nitrospirae,Leptospirillum,Leptospirillum sp. Group II,T04007,leg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/186/405/GCA_001186405.1_ASM118640v1
2012,Bacteria,Nitrospirae,Leptospirillum,Leptospirillum ferrooxidans,T01809,lfc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/315/GCA_000284315.1_ASM28431v1
2012,Bacteria,Nitrospirae,Leptospirillum,Leptospirillum ferriphilum ML-04,T02319,lfi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/235/GCA_000299235.1_ASM29923v1
2014,Bacteria,Nitrospirae,Leptospirillum,Leptospirillum ferriphilum YSK,T03197,lfp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/975/GCA_000695975.1_ASM69597v1
2010,Bacteria,Nitrospirae,Nitrospira,Nitrospira defluvii,T01281,nde,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/815/GCA_000196815.1_ASM19681v1
2016,Bacteria,Nitrospirae,Nitrospira,Candidatus Nitrospira inopinata,T04169,nio,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/458/695/GCA_001458695.1_NiCh1
2017,Bacteria,Nitrospirae,Nitrospira,Nitrospira japonica,T05001,nja,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/565/GCA_900169565.1_NSJP_Ch1
2015,Bacteria,Nitrospirae,Nitrospira,Nitrospira moscoviensis,T04041,nmv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/775/GCA_001273775.1_ASM127377v1
2008,Bacteria,Nitrospirae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,T00775,tye,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/985/GCF_000020985.1_ASM2098v1
2013,Bacteria,Other,Babela,Candidatus Babela massiliensis,T02948,dpb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/475/GCA_000513475.1_Bbla
2012,Bacteria,Other,Methylomirabilis,Candidatus Methylomirabilis oxyfera,T02155,mox,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/165/GCA_000091165.1_ASM9116v1
2017,Bacteria,Other,Unclassified Bacteria,Bacterium AB1,T04673,baab,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/625/GCA_001729625.1_ASM172962v1
2015,Bacteria,Other,Unclassified Bacteria,Berkelbacteria bacterium GW2011_GWE1_39_12,T03992,bbgw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/735/GCA_001029735.1_ASM102973v1
2015,Bacteria,Other,Unclassified Bacteria,Candidate division Kazan bacterium GW2011_GWA1_50_15,T03988,bgw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/795/GCA_001029795.1_ASM102979v1
2016,Bacteria,Other,Unclassified Bacteria,Candidatus Campbellbacteria bacterium GW2011_OD1_34_28,T04488,cgw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/775/GCA_001029775.1_ASM102977v1
2015,Bacteria,Other,Unclassified Bacteria,Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16,T04022,mib,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/675/GCA_001029675.1_ASM102967v1
2015,Bacteria,Other,Unclassified Bacteria,Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1,T04023,pwo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/635/GCA_001029635.1_ASM102963v1
2013,Bacteria,Other,Unclassified Bacteria,Candidate division SR1 bacterium RAAC1_SR1_1,T02946,srb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/875/GCA_000503875.1_ASM50387v1
2016,Bacteria,Other,Unclassified Bacteria,Candidate division SR1 bacterium Aalborg_AAW-1,T04487,srg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/975/GCA_001007975.1_ASM100797v1
2016,Bacteria,Other,Unclassified Bacteria,Candidate division TM6 bacterium GW2011_GWF2_28_16,T04457,tmg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/715/GCA_001029715.1_ASM102971v1
2016,Bacteria,Other,Unclassified Bacteria,Candidatus Woesebacteria bacterium GW2011_GWF1_31_35,T04464,wba,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/755/GCA_001029755.1_ASM102975v1
2013,Bacteria,Other,Unclassified Bacteria,Candidate division WWE3 bacterium RAAC2_WWE3_1,T02947,wwe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/835/GCA_000503835.1_ASM50383v1
2019,Bacteria,Other,Vampirococcus,Vampirococcus sp. LiM,T05804,vai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/102/945/GCA_004102945.1_ASM410294v1
2011,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus caldus SM-1,T01581,acu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/025/GCA_000221025.1_ASM22102v1
2015,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus caldus ATCC 51756,T03561,acz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/575/GCA_000175575.2_ASM17557v2
2008,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus ferrooxidans ATCC 53993,T00758,afe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/825/GCA_000020825.1_ASM2082v1
2011,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus ferrivorans,T01595,afi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/095/GCA_000214095.3_ASM21409v3
2019,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus ferridurans,T05847,afj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/655/GCA_003966655.1_ASM396665v1
2008,Bacteria,Other proteobacteria,Acidithiobacillus,Acidithiobacillus ferrooxidans ATCC 23270,T00810,afr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/485/GCA_000021485.1_ASM2148v1
2018,Bacteria,Other proteobacteria,Hydrogenophilus,Hydrogenophilus thermoluteolus,T05630,htl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/574/215/GCA_003574215.1_ASM357421v1
2017,Bacteria,Other proteobacteria,Mariprofundus,Mariprofundus aestuarium,T05212,maes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/805/GCA_002795805.1_ASM279580v1
2017,Bacteria,Other proteobacteria,Mariprofundus,Mariprofundus ferrinatatus,T05213,mfn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/825/GCA_002795825.1_ASM279582v1
,Fungi,Parabasalids,Diplomonads,Giardia lamblia,T01047,gla,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/435/GCF_000002435.1_GL2
,Fungi,Parabasalids,Trichomonads,Trichomonas vaginalis,T01022,tva,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/825/GCF_000002825.2_ASM282v1
2016,Bacteria,Peregrinibacteria,Peribacter,Candidatus Peribacter riflensis,T04147,prf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/430/755/GCA_001430755.1_ASM143075v1
2017,Bacteria,Planctomycetes,Fuerstia,Fuerstia marisgermanicae,T04678,fmr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/935/GCA_001983935.1_ASM198393v1
2016,Bacteria,Planctomycetes,Gemmata,Gemmata sp. SH-PL17,T04358,ges,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/855/GCA_001610855.1_ASM161085v1
2018,Bacteria,Planctomycetes,Gemmata,Gemmata obscuriglobus,T05475,gog,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/149/495/GCA_003149495.1_ASM314949v1
2011,Bacteria,Planctomycetes,Isosphaera,Isosphaera pallida,T01407,ipa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/345/GCA_000186345.1_ASM18634v1
2018,Bacteria,Planctomycetes,Kuenenia,Candidatus Kuenenia stuttgartiensis,T05435,kst,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/232/105/GCA_900232105.1_Kuenenia_stuttgartiensis_MBR1
2017,Bacteria,Planctomycetes,Paludisphaera,Paludisphaera borealis,T04622,pbor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/985/GCA_001956985.1_ASM195698v1
2012,Bacteria,Planctomycetes,Phycisphaera,Phycisphaera mikurensis,T01800,phm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/115/GCA_000284115.1_ASM28411v1
2016,Bacteria,Planctomycetes,Pirellula,Pirellula sp. SH-Sr6A,T04360,pir,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/875/GCA_001610875.1_ASM161087v1
2010,Bacteria,Planctomycetes,Pirellula,Pirellula staleyi,T01147,psl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/185/GCA_000025185.1_ASM2518v1
2016,Bacteria,Planctomycetes,Planctomyces,Planctomyces sp. SH-PL62,T04401,plh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/895/GCA_001610895.1_ASM161089v1
2016,Bacteria,Planctomycetes,Planctomyces,Planctomyces sp. SH-PL14,T04354,pls,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/835/GCA_001610835.1_ASM161083v1
2010,Bacteria,Planctomycetes,Planctopirus,Planctopirus limnophila,T01225,plm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/105/GCA_000092105.1_ASM9210v1
2003,Bacteria,Planctomycetes,Rhodopirellula,Rhodopirellula baltica,T00134,rba,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/115/GCF_000196115.1_ASM19611v1
2011,Bacteria,Planctomycetes,Rubinisphaera,Rubinisphaera brasiliensis,T01431,pbs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/715/GCA_000165715.3_ASM16571v3
2018,Bacteria,Planctomycetes,Sedimentisphaera,Sedimentisphaera salicampi,T05439,pbp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/005/GCA_002117005.1_ASM211700v1
2017,Bacteria,Planctomycetes,Sedimentisphaera,Sedimentisphaera cyanobacteriorum L21-RPul-D3,T04695,pbu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/997/385/GCA_001997385.1_ASM199738v1
2012,Bacteria,Planctomycetes,Singulisphaera,Singulisphaera acidiphila,T02393,saci,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/455/GCA_000242455.3_ASM24245v3
