KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
ela:UCREL1_4157,"putative sensor protein gacs protein",K19691,1242,216,29,55,0.313,115,"-> 6"
pgt:PGTDC60_0094,"DNA-binding response regulator/sensor",,885,216,7,55,0.282,117,"-> 3"
abra:BN85304320,"putative two component transcriptional",,223,215,11,55,0.325,120,"-> 7"
bvg:104897247,"two-component response regulator ARR11",K14491,628,215,14,55,0.300,120,"-> 15"
dosa:Os04t0442300-01,"A-type response regulator, Cytokin",K14492,231,215,2,55,0.317,126,"<-> 20"
egu:105061116,"two-component response regulator-like PRR",K12127,540,215,3,55,0.312,112,"<-> 31"
ehx:EMIHUDRAFT_67954,"putative two component response re",,285,215,0,55,0.310,116,"-> 6"
osa:4335937,Os04g0442300,K14492,231,215,2,55,0.317,126,"<-> 18"
pic:PICST_73542,"histidine kinase osmosensor",K19691,1118,215,50,55,0.312,125,"-> 2"
ton:TON_1196,"chemotaxis response regulator",K03413,120,215,31,55,0.317,120,"-> 2"
woo:wOo_06960,"response regulator PleD",K02488,135,215,13,55,0.265,117,"-> 3"
wwe:P147_WWE3C01G0142,"Response regulator with CheY-like",K07657,133,215,40,55,0.304,102,"-> 2"
afv:AFLA_104660,"sensory transduction histidine kinase,",,655,214,16,55,0.342,120,"-> 6"
cal:CaO19.12648,"histidine kinase osmosensor",K19691,1081,214,0,55,0.312,125,"-> 7"
camp:CFT03427_0340,"chemotaxis sensory histidine kinase",K03407,780,214,2,55,0.258,120,"-> 10"
cdu:CD36_72480,"histidine kinase, putative",K19691,1070,214,40,55,0.312,125,"-> 3"
cff:CFF8240_0331,"chemotaxis histidine kinase",K03407,770,214,2,55,0.258,120,"-> 9"
cfp:CR44_01710,"chemotaxis protein CheA",K03407,780,214,2,55,0.258,120,"-> 10"
cft:CFF04554_0331,"chemotaxis sensory histidine kinase",K03407,779,214,2,55,0.258,120,"-> 10"
cfv:CFVI03293_0330,"chemotaxis sensory histidine kinase",K03407,779,214,2,55,0.258,120,"-> 10"
cfx:CFV97608_0332,"chemotaxis sensory histidine kinase",K03407,779,214,2,55,0.258,120,"-> 10"
cfz:CSG_4110,"Signal transduction histidine kinase CheA",K03407,779,214,2,55,0.258,120,"-> 10"
clq:UPTC4110_0127,"two-component system response regulat",,228,214,7,55,0.328,119,"-> 7"
clu:CLUG_03180,"similar to histidine kinase",K19691,1082,214,45,55,0.312,125,"-> 4"
cmt:CCM_00261,"two-component sensor protein histidine pr",,2489,214,19,55,0.296,125,"-> 6"
mcj:MCON_1639,"multi-sensor hybrid histidine kinase",,1202,214,1,55,0.350,117,"-> 12"
mok:Metok_1037,"response regulator receiver protein",,124,214,24,55,0.300,120,"-> 3"
pcs:Pc21g00040,Pc21g00040,,607,214,17,55,0.303,119,"-> 11"
abt:ABED_2149,"two-component response regulator",,221,213,7,54,0.294,119,"-> 17"
bor:COCMIDRAFT_4874,"hypothetical protein",K19691,1329,213,29,54,0.345,116,"-> 11"
bsc:COCSADRAFT_175544,"hypothetical protein",K19691,1329,213,39,54,0.345,116,"-> 10"
bze:COCCADRAFT_95886,"hypothetical protein",K19691,1329,213,26,54,0.345,116,"-> 12"
caj:CIG1485E_0345,"chemotaxis sensory histidine kinase",K03407,772,213,2,54,0.258,120,"-> 11"
mbe:MBM_07755,"hsp90-like protein",,2529,213,4,54,0.304,125,"-> 6"
mbj:KQ51_00299,"Sensory transduction protein regX3",,227,213,6,54,0.267,120,"-> 4"
mtm:MYCTH_2294928,"hypothetical protein",K19691,1326,213,40,54,0.313,115,"-> 5"
pte:PTT_01526,"hypothetical protein",K19691,1329,213,43,54,0.345,116,"-> 11"
tcc:TCM_011067,"Two-component response regulator ARR14 i",K14491,676,213,14,54,0.308,120,"<-> 21"
ttt:THITE_2121766,"hypothetical protein",K19691,1311,213,27,54,0.313,115,"-> 4"
cten:CANTEDRAFT_92593,"histidine kinase osmosensor",K19691,1095,212,50,54,0.304,125,"-> 3"
epo:Epro_1042,"alkaline phosphatase synthesis transcript",K07658,226,212,0,54,0.298,121,"-> 1"
fco:FCOL_07050,"two-component system response regulatory",,234,212,3,54,0.280,118,"-> 6"
gac:GACE_1240,"Signal transduction response regulator",K03413,116,212,22,54,0.336,119,"-> 6"
lfr:LC40_0279,"two-component response regulator",,240,212,0,54,0.325,120,"-> 1"
mba:Mbar_A1051,"response regulator receiver",,125,212,5,54,0.295,105,"-> 9"
mbw:MSBRW_3671,"Two-component response regulator",K11443,124,212,5,54,0.295,105,"-> 10"
mgr:MGG_11174,"sensor protein gacS",K19691,1307,212,39,54,0.313,115,"-> 8"
pco:PHACADRAFT_262909,"hypothetical protein",K19691,1365,212,27,54,0.312,125,"-> 3"
pda:103723950,"two-component response regulator ARR3-lik",K14492,137,212,6,54,0.263,118,"-> 28"
abu:Abu_0793,"two component system histidine kinase/resp",,354,211,3,54,0.274,113,"-> 19"
bpg:Bathy15g00870,"type-b response regulator",K14491,580,211,32,54,0.325,120,"<-> 5"
hut:Huta_1567,"response regulator receiver protein",K07669,124,211,15,54,0.282,117,"-> 9"
nam:NAMH_0306,"DNA-binding response regulator PhoB",,212,211,8,54,0.325,120,"-> 14"
npa:UCRNP2_3547,"putative two-component osmosensing hist",K19691,1253,211,47,54,0.330,115,"-> 4"
npe:Natpe_2662,"chemotaxis response regulator containing",K03412,401,211,25,54,0.355,107,"-> 7"
nph:NP_2174A,"protein-glutamate methylesterase CheB (EC:",K03412,355,211,4,54,0.368,117,"-> 5"
pno:SNOG_11631,"hypothetical protein",K19691,1239,211,44,54,0.336,119,"-> 8"
psq:PUNSTDRAFT_82821,"hypothetical protein",,1078,211,5,54,0.333,102,"-> 6"
abl:A7H1H_0780,"two component system histidine kinase/re",,354,210,2,54,0.274,113,"-> 15"
acl:ACL_1298,"OmpR family response regulator",,216,210,30,54,0.342,117,"-> 2"
bmx:BMS_2056,"two-component response regulator",,238,210,2,54,0.282,117,"-> 20"
cat:CA2559_09498,"two-component system, transcriptional",,236,210,1,54,0.280,118,"-> 9"
cha:CHAB381_0978,"DNA-binding response regulator",K02483,226,210,6,54,0.283,120,"-> 7"
jcu:105634128,"two-component response regulator ARR2",K14491,741,210,1,54,0.300,120,"-> 19"
loki:Lokiarch_20360,"Signal transduction response regula",,324,210,2,54,0.350,103,"-> 12"
men:MEPCIT_278,"putative DNA-binding transcriptional reg",K07662,235,210,0,54,0.317,120,"-> 1"
meo:MPC_111,"Transcriptional regulatory protein CpxR",K07662,235,210,0,54,0.317,120,"-> 1"
ncr:NCU02815,osmotic-1,K19691,1298,210,22,54,0.304,115,"-> 7"
nte:NEUTE1DRAFT74455,"hypothetical protein",K19691,1298,210,27,54,0.304,115,"-> 7"
pan:PODANSg10007,"hypothetical protein",K19691,1321,210,15,54,0.304,115,"-> 5"
apo:Arcpr_1376,"response regulator receiver protein",K03413,121,209,36,53,0.275,120,"-> 2"
bfu:BC1G_00374,"similar to two-component osmosensing his",K19691,1310,209,39,53,0.313,115,"-> 3"
cla:Cla_0128,"two-component response regulator",,228,209,7,53,0.319,119,"-> 8"
nmo:Nmlp_3895,"response regulator CheY",K03413,119,209,31,53,0.314,118,"-> 11"
pgu:PGUG_00068,"similar to histidine kinase",K19691,665,209,42,53,0.304,125,"-> 3"
spaa:SPAPADRAFT_144412,"hypothetical protein",K19691,1152,209,44,53,0.304,125,"-> 3"
ssl:SS1G_12694,"similar to histidine kinase",K19691,1309,209,29,53,0.313,115,"-> 6"
tmn:UCRPA7_7215,"putative sensor protein gacs protein",K19691,1303,209,37,53,0.304,115,"-> 5"
act:ACLA_013200,"two component histidine kinase 1, putat",,675,208,11,53,0.319,119,"-> 9"
cam:101498831,"two-component response regulator-like APR",K12130,626,208,11,53,0.301,113,"<-> 18"
cln:UPTC3659_0144,"two-component system response regulat",,228,208,5,53,0.303,119,"-> 8"
ctp:CTRG_05096,"similar to histidine kinase",K19691,1128,208,37,53,0.296,125,"-> 4"
mtt:Ftrac_1671,"two component transcriptional regulator,",,227,208,7,53,0.282,117,"-> 12"
nkr:NKOR_03020,"response regulator receiver modulated di",,118,208,46,53,0.299,117,"-> 5"
scm:SCHCODRAFT_106551,"histidine kinase",,1636,208,6,53,0.330,112,"-> 5"
adl:AURDEDRAFT_115725,"hypothetical protein",K19691,1639,207,10,53,0.309,123,"-> 9"
apj:APJL_1268,"phosphate regulon transcriptional regulat",K07657,213,207,5,53,0.333,105,"-> 6"
cci:CC1G_02967,"atypical/HisK protein kinase",,1439,207,13,53,0.316,117,"-> 5"
clr:UPTC16701_0135,"two-component system response regula",,228,207,0,53,0.319,119,"-> 7"
pbl:PAAG_05810,"DRK1 histidine kinase",K19691,1285,207,32,53,0.294,119,"-> 4"
pbn:PADG_07579,"hypothetical protein",K19691,1292,207,23,53,0.294,119,"-> 5"
brp:103866306,"two-component response regulator-like APR",K12128,474,206,2,53,0.297,111,"<-> 33"
camr:CAQ16704_1375,"chemotaxis sensory histidine kinase",K03407,770,206,4,53,0.288,104,"-> 7"
cic:CICLE_v10014527mg,"hypothetical protein",K14491,663,206,7,53,0.300,120,"-> 18"
cit:102606615,"two-component response regulator ARR2-lik",K14491,668,206,9,53,0.300,120,"-> 22"
cput:CONPUDRAFT_104552,"hypothetical protein",,1365,206,6,53,0.295,129,"-> 5"
frf:LO80_01700,"hypothetical protein",,237,206,3,53,0.300,120,"-> 3"
fve:101305309,"two-component response regulator-like APR",K12130,672,206,4,53,0.306,111,"-> 18"
mtp:Mthe_0407,"response regulator receiver protein",,142,206,8,53,0.323,124,"-> 4"
pfp:PFL1_03884,"hypothetical protein",K19691,1364,206,1,53,0.294,119,"-> 7"
tms:TREMEDRAFT_26505,"hypothetical protein",K19691,1406,206,42,53,0.333,120,"-> 5"
tps:THAPSDRAFT_264268,"response regulator",,171,206,25,53,0.325,126,"-> 4"
tre:TRIREDRAFT_46708,"histidine kinase",K19691,1254,206,16,53,0.304,115,"-> 6"
uma:UMAG_02739,"putative nik-1 protein (Os-1p protein)",K19691,1356,206,40,53,0.294,119,"-> 5"
eus:EUTSA_v10004402mg,"hypothetical protein",K14491,380,205,2,53,0.292,120,"-> 17"
mbr:MONBRDRAFT_26982,"hypothetical protein",,1408,205,0,53,0.262,126,"-> 1"
nev:NTE_00851,"response regulator with CheY-like receive",,128,205,27,53,0.274,117,"-> 3"
ngd:NGA_0217200,"agc family protein kinase",K16309,2095,205,46,53,0.304,112,"-> 2"
pmum:103343788,"two-component response regulator-like AP",K12130,678,205,5,53,0.306,111,"<-> 18"
pvu:PHAVU_010G119700g,"hypothetical protein",K12130,675,205,7,53,0.275,120,"<-> 22"
ani:AN4479.2,"hypothetical protein",K19691,1300,204,21,52,0.287,115,"-> 7"
cmo:103483004,"two-component response regulator-like PRR",K12130,696,204,4,52,0.301,113,"<-> 17"
gmx:100784383,"two-component response regulator-like PRR",K12130,655,204,5,52,0.306,111,"<-> 46"
nhe:NECHADRAFT_78838,"hypothetical protein",,2624,204,4,52,0.316,117,"-> 4"
sly:101265701,"two-component response regulator ARR9-lik",K14492,166,204,6,52,0.283,120,"-> 15"
aly:ARALYDRAFT_894522,"hypothetical protein",K14491,529,203,3,52,0.292,120,"-> 19"
ath:AT1G67710,"two-component response regulator ARR11",K14491,521,203,7,52,0.292,120,"-> 20"
cpel:CPEL_1472,"chemotaxis sensory histidine kinase",K03407,768,203,9,52,0.288,104,"-> 7"
crb:CARUB_v10018465mg,"hypothetical protein",K14491,469,203,0,52,0.300,120,"-> 18"
hla:Hlac_0694,"response regulator receiver protein",K03413,119,203,3,52,0.316,114,"-> 3"
hsm:HSM_0817,"two component transcriptional regulator, w",,242,203,14,52,0.314,118,"-> 4"
mdm:103414463,"two-component response regulator ARR11-li",K14491,138,203,0,52,0.315,111,"-> 31"
nat:NJ7G_3529,"CheB methylesterase",K03412,405,203,19,52,0.339,112,"-> 5"
ppl:POSPLDRAFT_89890,"hypothetical histidine kinase",K19691,1151,203,19,52,0.309,123,"-> 6"
vvi:100250832,"two-component response regulator ARR1",K14491,662,203,4,52,0.292,120,"-> 25"
ztr:MYCGRDRAFT_35302,"hypothetical protein",K19691,1300,203,23,52,0.313,115,"-> 8"
cca:CCA00155,"Fis family transcriptional regulator",K07714,386,202,0,52,0.299,117,"-> 1"
cll:CONCH_0124,"two-component system response regulator",,228,202,0,52,0.303,119,"-> 7"
clm:UPTC16712_0134,"two-component system response regula",,228,202,0,52,0.319,119,"-> 8"
csf:CSUB8523_0132,"two-component system response regulat",,228,202,1,52,0.294,119,"-> 8"
csm:CSUB8521_0138,"two-component system response regulat",,228,202,1,52,0.294,119,"-> 8"
cvo:CVOL_1352,"chemotaxis sensory histidine kinase",K03407,769,202,10,52,0.288,104,"-> 6"
dha:DEHA2G22286g,DEHA2G22286p,K19691,1116,202,37,52,0.298,124,"-> 3"
ftd:AS84_1000,"hypothetical protein",,241,202,3,52,0.319,119,"-> 4"
fty:CH70_424,"hypothetical protein",,241,202,3,52,0.319,119,"-> 4"
maj:MAA_05681,"histidine kinase 1",K19691,1304,202,2,52,0.304,115,"-> 7"
maw:MAC_01053,"histidine kinase 1",K19691,1293,202,2,52,0.304,115,"-> 7"
mfs:MFS40622_0242,"response regulator receiver protein",,121,202,0,52,0.256,121,"-> 1"
paca:ID47_03605,"chemotaxis protein CheY",K07659,231,202,89,52,0.265,117,"-> 2"
pro:HMPREF0669_00068,"transcriptional regulatory protein",,232,202,19,52,0.280,118,"-> 3"
val:VDBG_04587,"signal transduction histidine-protein ki",K19691,1100,202,5,52,0.304,115,"-> 7"
vda:VDAG_04138,"signal transduction histidine-protein ki",K19691,1109,202,5,52,0.304,115,"-> 6"
csv:101209788,"two-component response regulator-like APR",K12130,696,201,1,52,0.301,113,"<-> 17"
cthr:CTHT_0053860,"histidine kinase-like protein",K19691,1321,201,24,52,0.302,116,"-> 5"
hde:HDEF_1901,"response regulator in two-component regul",K07773,250,201,2,52,0.291,117,"-> 4"
nvn:NVIE_026340,"putative signal transduction response r",,128,201,21,52,0.282,117,"-> 4"
pop:POPTR_0010s11600g,"hypothetical protein",K14491,663,201,2,52,0.292,120,"-> 26"
pxb:103949872,"two-component response regulator ARR11",K14491,637,201,2,52,0.306,111,"-> 25"
sbr:SY1_08280,"response regulator receiver protein",K03413,120,201,49,52,0.286,119,"-> 3"
sot:102603187,"two-component response regulator-like APR",K12130,640,201,2,52,0.306,111,"-> 15"
tha:TAM4_1512,"chemotaxis response regulator protein-glu",K03413,122,201,0,52,0.285,123,"-> 1"
wcl:WCLE_00380,"response regulator",,256,201,82,52,0.352,122,"-> 2"
egr:104415725,"two-component response regulator ARR11-li",K14491,572,200,1,51,0.297,111,"-> 21"
fpj:LA02_1244,"response regulator",,231,200,2,51,0.263,118,"-> 5"
gtr:GLOTRDRAFT_45993,"hypothetical protein",K19691,1179,200,19,51,0.325,123,"-> 3"
hmu:Hmuk_0237,"response regulator receiver protein",K03413,119,200,25,51,0.286,119,"-> 4"
lel:LELG_05016,"similar to histidine kinase",K19691,1142,200,33,51,0.288,125,"-> 3"
mae:Maeo_1436,"response regulator receiver protein",,129,200,0,51,0.256,121,"-> 1"
mmp:MMP1304,"response regulator receiver protein",,119,200,28,51,0.252,119,"-> 2"
abe:ARB_00286,"sensor histidine kinase/response regulato",K19691,1345,199,32,51,0.296,115,"-> 2"
cim:CIMG_04512,"DRK1 histidine kinase",K19691,1286,199,9,51,0.278,115,"-> 4"
cpw:CPC735_072650,"histidine kinase J7, putative",K19691,1285,199,9,51,0.278,115,"-> 4"
fcf:FNFX1_1502,"hypothetical protein",K07666,228,199,14,51,0.328,119,"-> 3"
fgr:FGSG_00737,"hypothetical protein",,1370,199,2,51,0.272,114,"-> 7"
fpu:FPSE_01392,"hypothetical protein",,1368,199,2,51,0.272,114,"-> 8"
fta:FTA_0585,"two-component response regulator",K07666,228,199,0,51,0.328,119,"-> 1"
ftc:DA46_133,"hypothetical protein",K07666,228,199,80,51,0.328,119,"-> 2"
ftf:FTF1557c,"two-component response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
ftg:FTU_1570,"DNA-binding response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
fth:FTH_0553,"two-component response regulator",K07666,228,199,0,51,0.328,119,"-> 1"
fti:FTS_0553,"two-component response regulator",K07666,228,199,0,51,0.328,119,"-> 1"
ftl:FTL_0552,"two-component response regulator",K07666,228,199,0,51,0.328,119,"-> 1"
ftm:FTM_0342,"two-component response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
ftn:FTN_1465,"two-component response regulator",K07666,228,199,13,51,0.328,119,"-> 3"
fto:X557_02955,"transcriptional regulator",K07666,228,199,0,51,0.328,119,"-> 1"
ftq:RO31_1830,"transcriptional regulatory, C terminal fa",K07666,228,199,22,51,0.328,119,"-> 2"
ftr:NE061598_08735,"Two-component response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
fts:F92_03010,"two-component response regulator",K07666,228,199,0,51,0.328,119,"-> 1"
ftt:FTV_1485,"DNA-binding response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
ftu:FTT_1557c,"two-component response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
ftv:CH67_863,"hypothetical protein",K07666,228,199,80,51,0.328,119,"-> 2"
ftw:FTW_0370,"two-component response regulator",K07666,228,199,22,51,0.328,119,"-> 2"
ftx:AW25_536,"hypothetical protein",K07666,228,199,13,51,0.328,119,"-> 3"
ftz:CH68_596,"hypothetical protein",K07666,228,199,80,51,0.328,119,"-> 2"
mfe:Mefer_1110,"response regulator receiver protein",K03413,124,199,33,51,0.283,120,"-> 2"
mif:Metin_0247,"response regulator receiver protein",K03413,125,199,30,51,0.293,123,"-> 2"
sla:SERLADRAFT_356999,"HAMP TYPE histidine kinase",K19691,1183,199,15,51,0.309,123,"-> 3"
tve:TRV_04453,"sensor histidine kinase/response regulato",K19691,1318,199,32,51,0.296,115,"-> 2"
aor:AOR_1_400094,"histidine kinase J7",K19691,1304,198,2,51,0.278,115,"-> 6"
cot:CORT_0H01570,"Nik1 histidine kinase",K19691,1215,198,28,51,0.298,124,"-> 2"
fph:Fphi_1209,"response regulator receiver protein",K07666,228,198,10,51,0.319,119,"-> 3"
fpi:BF30_1456,"hypothetical protein",K07666,228,198,10,51,0.319,119,"-> 3"
fpm:LA56_982,"hypothetical protein",K07666,228,198,10,51,0.319,119,"-> 3"
fpt:BZ13_796,"hypothetical protein",K07666,228,198,4,51,0.319,119,"-> 4"
fpx:KU46_103,"hypothetical protein",K07666,228,198,10,51,0.319,119,"-> 3"
fpz:LA55_1701,"hypothetical protein",K07666,228,198,10,51,0.319,119,"-> 3"
lbc:LACBIDRAFT_174796,"hypothetical protein",K19691,1165,198,48,51,0.325,123,"-> 2"
mrr:Moror_5988,"protein-histidine kinase",K19691,1467,198,31,51,0.301,123,"-> 5"
acf:AciM339_1390,"response regulator with CheY-like rece",,195,197,46,51,0.263,118,"-> 2"
afm:AFUA_2G03560,"two-component osmosensing histidine ki",K19691,1337,197,9,51,0.278,115,"-> 6"
cis:CINS_1317,"chemotaxis sensory histidine kinase",K03407,764,197,6,51,0.279,104,"-> 5"
fcn:FN3523_1532,"DNA-binding response regulator",K07666,228,197,8,51,0.319,119,"-> 3"
frt:F7308_0805,"DNA-binding response regulator",K07666,228,197,6,51,0.311,119,"-> 4"
nfi:NFIA_035930,"two-component osmosensing histidine kin",K19691,1336,197,5,51,0.278,115,"-> 8"
sali:L593_00250,"chemotaxis-specific methylesterase",K03412,404,197,0,51,0.309,110,"-> 7"
bcom:BAUCODRAFT_65834,"hypothetical protein",K19691,1309,196,1,51,0.287,115,"-> 7"
csl:COCSUDRAFT_11147,"CheY-like protein",K14491,302,196,1,51,0.283,120,"-> 4"
fme:FOMMEDRAFT_93752,"hypothetical protein",K19691,1240,196,12,51,0.341,123,"-> 3"
hab:SG26_05860,regulator,K03413,119,196,14,51,0.277,119,"-> 9"
hhn:HISP_13580,"chemotaxis protein CheY",K03413,119,196,15,51,0.277,119,"-> 9"
hir:HETIRDRAFT_9148,"hypothetical protein",,1147,196,3,51,0.325,117,"-> 4"
hma:rrnAC2194,"chemotaxis protein CheY",K03413,119,196,15,51,0.277,119,"-> 7"
pper:PRUPE_ppa002188mg,"hypothetical protein",K12130,703,196,0,51,0.288,111,"-> 18"
ure:UREG_07246,"similar to histidine kinase D5",,1829,196,1,51,0.278,115,"-> 3"
aje:HCAG_04502,"similar to histidine kinase J7",K19691,1288,195,20,50,0.270,115,"-> 2"
mmq:MmarC5_0289,"response regulator receiver protein",,119,195,35,50,0.261,119,"-> 2"
abp:AGABI1DRAFT64857,"Tco1 HAMP domain related type IA H",K19691,1166,194,0,50,0.293,123,"-> 1"
abv:AGABI2DRAFT228355,"Tco1 HAMP domain related type IA",K19691,1166,194,0,50,0.293,123,"-> 1"
ave:Arcve_1461,"response regulator receiver protein",K03413,122,194,17,50,0.287,122,"-> 3"
fpl:Ferp_1077,"response regulator receiver protein",K03413,120,194,7,50,0.275,120,"-> 4"
mtr:MTR_3g086100,"Response regulator",K14491,570,194,1,50,0.297,111,"-> 15"
ngr:NAEGRDRAFT_82193,"3',5'-cyclic-nucleotide phosphodie",K13293,842,194,44,50,0.270,115,"-> 3"
tga:TGAM_1530,"Chemotaxis response regulator (cheY)",K03413,122,194,0,50,0.264,121,"-> 1"
hal:VNG0973G,"hypothetical protein",K03412,347,193,14,50,0.352,108,"-> 2"
hsl:OE2416R,"protein-glutamate methylesterase cheB (EC:3",K03412,347,193,14,50,0.352,108,"-> 2"
htu:Htur_0959,"response regulator receiver modulated Che",K03412,402,193,5,50,0.310,129,"-> 12"
olu:OSTLU_38278,"hypothetical protein",,145,193,26,50,0.317,104,"-> 3"
api:103310873,"transcription factor SKN7-like",,216,192,0,50,0.330,115,"-> 1"
mfc:BRM9_0976,"response regulator domain-containing prot",,145,192,6,50,0.260,127,"-> 12"
mfi:DSM1535_0946,"response regulator receiver protein",,145,192,6,50,0.260,127,"-> 13"
cme:CymeCp079,"OmpR-like transcriptional regulator",,190,191,20,49,0.292,113,"-> 2"
hgi:ABY42_05905,regulator,K03413,122,191,13,49,0.286,119,"-> 4"
hvo:HVO_1207,"response regulator CheY",K03413,122,191,15,49,0.286,119,"-> 5"
meth:MBMB1_0872,"response regulator receiver protein",,151,191,9,49,0.274,124,"-> 8"
mpp:MICPUCDRAFT_48139,"hypothetical protein",K12129,711,191,7,49,0.277,119,"-> 4"
sect:A359_02190,"response regulator with CheY-like recei",K07662,232,191,0,49,0.330,115,"-> 1"
ast:Asulf_01865,"hypothetical protein",K03413,115,190,30,49,0.319,119,"-> 2"
cpa:CP_0162,"sigma-54 dependent response regulator",K07714,394,190,0,49,0.298,114,"-> 1"
