ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
O08984,Lbr,,89789,Delta(14)-sterol reductase,O08984,GO:0005737; GO:0005789; GO:0016021; GO:0005635; GO:0005637; GO:0005643; GO:0051087; GO:0050613; GO:0003677; GO:0070402; GO:0008139; GO:0006695; GO:0000278; GO:0030223; GO:0016126,1.3.1.70,K19532,O08984:Tudor(1|62),Rattus norvegicus
Q6AYI5,Shoc2,,309548,Leucine-rich repeat protein SHOC-2,Q6AYI5,GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0001917; GO:0042622; GO:0000164; GO:0008157; GO:0019903; GO:0004722; GO:0046579; GO:0006470,,K19613,,Rattus norvegicus
P47861,Syt5,,54309,Synaptotagmin-5,P47861,GO:0030424; GO:0030054; GO:0031045; GO:0070382; GO:0099066; GO:0043025; GO:0048471; GO:0005886; GO:1990769; GO:0055038; GO:0030672; GO:0005509; GO:0005544; GO:0030276; GO:0005546; GO:0001786; GO:0046982; GO:0000149; GO:0019905; GO:0048791; GO:0017156; GO:0071277; GO:0017158; GO:0014059; GO:0048488; GO:0016079; GO:0016192,,K19905,P47861|Q56A28:C2 1(124|211)+C2 2(253|344),Rattus norvegicus
Q56A28,Syt5,,54309,Synaptotagmin-5,Q56A28,GO:0030424; GO:0030054; GO:0031045; GO:0070382; GO:0099066; GO:0043025; GO:0048471; GO:0005886; GO:1990769; GO:0055038; GO:0030672; GO:0005509; GO:0005544; GO:0030276; GO:0005546; GO:0001786; GO:0046982; GO:0000149; GO:0019905; GO:0048791; GO:0017156; GO:0071277; GO:0017158; GO:0014059; GO:0048488; GO:0016079; GO:0016192,,K19905,P47861|Q56A28:C2 1(124|211)+C2 2(253|344),Rattus norvegicus
Q5U1Z0,Rab3gap2,,289350,Rab3 GTPase-activating protein non-catalytic subunit,Q5U1Z0,GO:0005737; GO:0005886; GO:0030234; GO:0005096; GO:0046982; GO:0017112; GO:2000786; GO:1903061; GO:0043087,,K19937,,Rattus norvegicus
F1LRL4,Tbc1d9b,rCG_34826,360520,"Similar to TBC1 domain family, member 8; BUB2-like protein 1; vascular Rab-GAP/TBC-containing (Predicted), isoform CRA_a",F1LRL4,GO:0005623; GO:0005509; GO:0005096; GO:0017137; GO:0090630; GO:0006886,,K19951,F1LRL4:Rab-GAP TBC(509|696)+EF-hand(887|915),Rattus norvegicus
A0A0G2JYR1,Exoc6b,rCG_56008,500233,Exocyst complex component,A0A0G2JYR1,GO:0000145; GO:0016020; GO:0006887; GO:0006893; GO:0006904,,K19985,,Rattus norvegicus
A1A5N9,Chgb,,24259,Secretogranin-1,A1A5N9,GO:0005615; GO:0030141,,K19991,,Rattus norvegicus
O35314,Chgb,,24259,Secretogranin-1,O35314,GO:0005615; GO:0030141,,K19991,,Rattus norvegicus
Q9QVG8,Chgb,,24259,Secretogranin-1,Q9QVG8,GO:0005615; GO:0030141,,K19991,,Rattus norvegicus
Q9QVH1,Chgb,,24259,Secretogranin-1,Q9QVH1,GO:0005615; GO:0030141,,K19991,,Rattus norvegicus
P60192,Snapin,,295217,SNARE-associated protein Snapin,P60192,GO:1904115; GO:0031083; GO:0099078; GO:0030054; GO:0000139; GO:0005765; GO:0048471; GO:0030141; GO:0008021; GO:0030672; GO:0000149; GO:0008089; GO:0048490; GO:0097352; GO:0034629; GO:0008333; GO:0006886; GO:1902774; GO:0007042; GO:0032418; GO:0010977; GO:0031175; GO:0051604; GO:0043393; GO:2000300; GO:0008090; GO:0031629; GO:0016188; GO:0048489; GO:0072553,,K20002,,Rattus norvegicus
Q6GR70,Gipc1,,83823,PDZ domain-containing protein GIPC1,Q6GR70,GO:0005903; GO:0005938; GO:0005829; GO:0043198; GO:0043197; GO:0030139; GO:0098978; GO:0016020; GO:0098685; GO:0008021; GO:0012506; GO:0003779; GO:0017022; GO:0030165; GO:0042803; GO:0005102; GO:0098761; GO:0007268; GO:0043542; GO:0014047; GO:0032435; GO:0032467; GO:0048023; GO:0030511; GO:0006605; GO:0031647; GO:0048167; GO:2000300,,K20056,Q9Z254|Q6GR70|Q9QUQ4:PDZ(133|213),Rattus norvegicus
Q9QUQ4,Gipc1,,83823,PDZ domain-containing protein GIPC1,Q9QUQ4,GO:0005903; GO:0005938; GO:0005829; GO:0043198; GO:0043197; GO:0030139; GO:0098978; GO:0016020; GO:0098685; GO:0008021; GO:0012506; GO:0003779; GO:0017022; GO:0030165; GO:0042803; GO:0005102; GO:0098761; GO:0007268; GO:0043542; GO:0014047; GO:0032435; GO:0032467; GO:0048023; GO:0030511; GO:0006605; GO:0031647; GO:0048167; GO:2000300,,K20056,Q9Z254|Q6GR70|Q9QUQ4:PDZ(133|213),Rattus norvegicus
Q9Z254,Gipc1,,83823,PDZ domain-containing protein GIPC1,Q9Z254,GO:0005903; GO:0005938; GO:0005829; GO:0043198; GO:0043197; GO:0030139; GO:0098978; GO:0016020; GO:0098685; GO:0008021; GO:0012506; GO:0003779; GO:0017022; GO:0030165; GO:0042803; GO:0005102; GO:0098761; GO:0007268; GO:0043542; GO:0014047; GO:0032435; GO:0032467; GO:0048023; GO:0030511; GO:0006605; GO:0031647; GO:0048167; GO:2000300,,K20056,Q9Z254|Q6GR70|Q9QUQ4:PDZ(133|213),Rattus norvegicus
D3ZRE7,Swap70,rCG_40192,293410,"SWAP complex protein (Predicted), isoform CRA_b",D3ZRE7,GO:0005737; GO:0005634; GO:0005524; GO:0003677; GO:0051017; GO:0045190; GO:0030835; GO:0033633; GO:1902309; GO:0032233; GO:0007204; GO:0060754; GO:0032880,,K20072,D3ZRE7:PH(210|306),Rattus norvegicus
Q5I2Z0,Pacsin3,,311187,Protein kinase C and casein kinase substrate in neurons 3,Q5I2Z0,GO:0005737; GO:0005856; GO:0005886; GO:0008092; GO:0016301; GO:0005543; GO:0007010; GO:0097320,,K20123,Q5I2Z0:F-BAR(10|280)+SH3(363|424),Rattus norvegicus
D4AE96,Ipo7,rCG_39997,308939,Importin 7,D4AE96,GO:0005829; GO:0005635; GO:0005654; GO:0042393; GO:0008536; GO:0046332; GO:0045087; GO:0006606,,K20223,D4AE96:Importin N-terminal(22|101),Rattus norvegicus
F1LLY2,Cog3,,361073,Component of oligomeric golgi complex 3,F1LLY2,GO:0005801; GO:0005829; GO:0017119; GO:0005886; GO:0006888; GO:0007030; GO:0006891; GO:0006886; GO:0006486; GO:0033365; GO:0050821; GO:0006890,,K20290,,Rattus norvegicus
Q5XHZ8,Cog3,,361073,Component of oligomeric golgi complex 3,Q5XHZ8,GO:0005801; GO:0005829; GO:0017119; GO:0005886; GO:0006888; GO:0007030; GO:0006891; GO:0006886; GO:0006486; GO:0033365; GO:0050821; GO:0006890,,K20290,,Rattus norvegicus
B2GUV2,Vps52,rCG_60852,25218,"Vacuolar protein sorting 52 (Yeast), isoform CRA_b",B2GUV2,GO:1990745; GO:0000938; GO:0016020; GO:0048471; GO:0019905; GO:0010668; GO:0048611; GO:0032456; GO:0007041,,K20298,,Rattus norvegicus
D3ZES2,Trappc6b,rCG_62176,299075,Trafficking protein particle complex 6B,D3ZES2,GO:0005801; GO:0005802; GO:0006888; GO:0043087,,K20304,,Rattus norvegicus
F1M9W9,Trappc8,rCG_49308,291750,Similar to TRS85 homolog (Predicted),F1M9W9,GO:0031410; GO:0000407; GO:1990072; GO:0000045; GO:0030242; GO:0006888; GO:0007030; GO:0032258; GO:0034497,,K20305,,Rattus norvegicus
D3ZHI8,Trappc11,,290746,Trafficking protein particle complex 11,D3ZHI8,,,K20308,D3ZHI8:Foie-gras_1(263|521)+Gryzun-like(1036|1095),Rattus norvegicus
E9PSJ4,Spag9,,360600,Sperm-associated antigen 9,E9PSJ4,GO:0005737; GO:0008432; GO:0019894; GO:0005078; GO:0030159; GO:0007257; GO:0016192,,K20317,E9PSJ4:RH1(7|95)+RH2(486|590),Rattus norvegicus
D3ZU83,Ergic3,rCG_37412,296306,ERGIC and golgi 3,D3ZU83,GO:0030134; GO:0005783; GO:0030176; GO:0030173; GO:0006888; GO:0006890,,K20367,D3ZU83:ERGIC_N(7|96)+COPIIcoated_ERV(145|363),Rattus norvegicus
P97623,Nucb1,,84595,Nucleobindin-1,P97623,GO:0005801; GO:0005737; GO:0005769; GO:0005793; GO:0005576; GO:0005615; GO:0090498; GO:0005794; GO:0032580; GO:0005798; GO:0098547; GO:0005634; GO:0005791; GO:0005802; GO:0005509; GO:0003677; GO:0001965; GO:1903533; GO:0072718,,K20371,Q63083|P97623|Q497A4:EF-hand 1(239|274)+EF-hand 2(291|326),Rattus norvegicus
Q497A4,Nucb1,,84595,Nucleobindin-1,Q497A4,GO:0005801; GO:0005737; GO:0005769; GO:0005793; GO:0005576; GO:0005615; GO:0090498; GO:0005794; GO:0032580; GO:0005798; GO:0098547; GO:0005634; GO:0005791; GO:0005802; GO:0005509; GO:0003677; GO:0001965; GO:1903533; GO:0072718,,K20371,Q63083|P97623|Q497A4:EF-hand 1(239|274)+EF-hand 2(291|326),Rattus norvegicus
Q63083,Nucb1,,84595,Nucleobindin-1,Q63083,GO:0005801; GO:0005737; GO:0005769; GO:0005793; GO:0005576; GO:0005615; GO:0090498; GO:0005794; GO:0032580; GO:0005798; GO:0098547; GO:0005634; GO:0005791; GO:0005802; GO:0005509; GO:0003677; GO:0001965; GO:1903533; GO:0072718,,K20371,Q63083|P97623|Q497A4:EF-hand 1(239|274)+EF-hand 2(291|326),Rattus norvegicus
D4A0F3,Osbpl6,rCG_26956,311129,Oxysterol-binding protein,D4A0F3,GO:0005829; GO:0043231; GO:0016020; GO:0097038; GO:0005886; GO:0015485; GO:0008289; GO:0032934; GO:0015248,,K20463,D4A0F3:PH(86|181),Rattus norvegicus
F1M0U5,Nbas,,690073,Neuroblastoma-amplified sequence,F1M0U5,GO:0070939; GO:0000149; GO:2000623; GO:0000956; GO:0006890,,K20473,F1M0U5:Nbas_N(89|370)+Sec39(725|1364),Rattus norvegicus
B1H257,Borcs5,rCG_30085,362452,BLOC-1-related complex subunit 5,B1H257,GO:0099078; GO:0098574; GO:0031224; GO:0005873; GO:0032418; GO:0072384,,K20819,,Rattus norvegicus
D3ZBE5,Nek7,,360850,Serine/threonine-protein kinase Nek7,D3ZBE5,GO:0005737; GO:0005815; GO:0005634; GO:0000922; GO:0005524; GO:0046872; GO:0004674; GO:0006468,2.7.11.1,K20876,D3ZBE5:Protein kinase(34|299),Rattus norvegicus
D4A6I2,Gbp2,rCG_28968,171164,Guanylate binding protein 2,D4A6I2,GO:0015629; GO:0031410; GO:0005829; GO:0005794; GO:0005654; GO:0048471; GO:0020005; GO:0005525; GO:0003924; GO:0042803; GO:0044406; GO:0035458; GO:0071346; GO:0071347; GO:0071222; GO:0071356; GO:0050830; GO:0042832; GO:0034504,,K20897,Q5PQW8|D4A6I2:GB1/RHD3-type G(37|278),Rattus norvegicus
Q5PQW8,Gbp2,rCG_28968,171164,Guanylate binding protein 2,Q5PQW8,GO:0015629; GO:0031410; GO:0005829; GO:0005794; GO:0005654; GO:0048471; GO:0020005; GO:0005525; GO:0003924; GO:0042803; GO:0044406; GO:0035458; GO:0071346; GO:0071347; GO:0071222; GO:0071356; GO:0050830; GO:0042832; GO:0034504,,K20897,Q5PQW8|D4A6I2:GB1/RHD3-type G(37|278),Rattus norvegicus
F1M842,Tp53bp1,,296099,Tumor protein p53-binding protein 1,F1M842,GO:0005737; GO:1990391; GO:0000776; GO:0016604; GO:0000784; GO:0005634; GO:0005657; GO:0035861; GO:0003684; GO:0042393; GO:0035064; GO:0002039; GO:0001102; GO:0042162; GO:0003712; GO:0061649; GO:0071481; GO:0000077; GO:0006303; GO:2000042; GO:0045830; GO:0045944; GO:0051260,,K20915,F1M842:BRCT(1780|1848)+BRCT(1864|1964),Rattus norvegicus
D3ZUJ7,Ankrd13d,rCG_47271,361699,"Ankyrin repeat domain 13 family, member D (Predicted)",D3ZUJ7,GO:0048471; GO:0005886; GO:0140036; GO:0002091,,K21437,D3ZUJ7:ANK_REP_REGION(5|94),Rattus norvegicus
D3ZCS3,Pcbp4,,363133,Poly(rC)-binding protein 4,D3ZCS3,GO:0005829; GO:0003730; GO:0043488,,K21444,D3ZCS3:KH(16|84)+KH(100|171)+KH(240|310),Rattus norvegicus
Q5XI68,Dr1,,100910207; 289881,Protein Dr1,Q5XI68,GO:0005671; GO:0017054; GO:0001047; GO:0046982; GO:0017025; GO:0003714; GO:0006338; GO:0000122; GO:0045944; GO:0045898,,K21751,Q5XI68:Histone-fold(12|75),Rattus norvegicus
D4ADS9,Efr3a,rCG_59634,362923,EFR3 homolog A,D4ADS9,GO:0005829; GO:0005886; GO:0072659,,K21842,,Rattus norvegicus
F1LTW9,Efr3b,,313928,EFR3 homolog B,F1LTW9,GO:0005886; GO:0046854; GO:0072659,,K21842,,Rattus norvegicus
B5DFB4,Ttc7b,rCG_20939,362768,Tetratricopeptide repeat domain 7B,B5DFB4,GO:0005886; GO:0046854; GO:0072659,,K21843,B5DFB4:TPR_REGION(105|324)+TPR_REGION(438|573),Rattus norvegicus
D4AAZ9,Pdzd7,,293996,PDZ domain-containing 7,D4AAZ9,GO:0005929; GO:0005634; GO:0005886; GO:0002141; GO:0002142; GO:0032420; GO:0032426; GO:1990696; GO:0046982; GO:0042803; GO:0060088; GO:0050910; GO:0045184; GO:0007605,,K21882,D4AAZ9:PDZ(86|156)+PDZ(210|279)+PDZ(868|940),Rattus norvegicus
Q4V8I7,Lrrc8a,,311846,Volume-regulated anion channel subunit LRRC8A,Q4V8I7,GO:0009986; GO:0005737; GO:0005887; GO:0034702; GO:0005886; GO:0042802; GO:0005225; GO:0098656; GO:0006820; GO:0015810; GO:0006884; GO:0002329; GO:0034214; GO:0006970; GO:0015734,,K22038,,Rattus norvegicus
D3ZYM7,Lyrm4,rCG_44066,102550385,LYR motif-containing 4,D3ZYM7,,,K22069,,Rattus norvegicus
D4ADG2,Iba57,rCG_34648,363611,Iron-sulfur cluster assembly factor IBA57,D4ADG2,GO:0005759; GO:0016226,,K22073,,Rattus norvegicus
D4A9W3,Dglucy,,362769,D-glutamate cyclase,D4A9W3,GO:0005759; GO:0047820; GO:0006536,,K22210,D4A9W3:DUF4392(300|610),Rattus norvegicus
D3ZLN7,Commd2,rCG_49946,688478,"COMM domain containing 2 (Predicted), isoform CRA_c",D3ZLN7,,,K22558,D3ZLN7:COMM(123|190),Rattus norvegicus
Q3MIE7,Commd9,rCG_26577,295956,"COMM domain containing 9, isoform CRA_a",Q3MIE7,GO:0005829; GO:0005794; GO:0005634; GO:0042632,,K22565,Q3MIE7:COMM(122|196),Rattus norvegicus
B4F773,Ttyh1,rCG_22655,292597,Protein tweety homolog,B4F773,GO:0034707; GO:0031527; GO:0032433; GO:0030868; GO:0045202; GO:0005509; GO:0072320; GO:0098609; GO:0031589; GO:0046847; GO:0000278,,K22641,,Rattus norvegicus
D3ZF03,Aifm3,,303786,"Apoptosis-inducing factor, mitochondria-associated 3",D3ZF03,GO:0005829; GO:0005783; GO:0005743; GO:0051537; GO:0050660; GO:0016491; GO:0097194,,K22747,D3ZF03:Rieske(70|165),Rattus norvegicus
Q63ZY8,Chchd10,,103694872; 361824,Coiled-coil-helix-coiled-coil-helix domain containing 10,Q63ZY8,GO:0005739; GO:0005634; GO:0007005,,K22759,Q63ZY8:CHCH(98|130),Rattus norvegicus
G3V665,Castor2,rCG_21831,304410,Cytosolic arginine sensor for mTORC1 subunit 2,G3V665,GO:0005829; GO:1903577; GO:1904262; GO:1902531,,K23081,G3V665:Castor1_N(9|69)+ACT_7(72|140)+ACT_7(262|322),Rattus norvegicus
B2GUZ6,Rtn4ip1,rCG_58574,309912,Reticulon 4-interacting protein 1,B2GUZ6,GO:0005741; GO:0005739; GO:0016491; GO:0008270,,K23164,B2GUZ6:PKS_ER(52|393),Rattus norvegicus
A0A096MJZ2,Tbl2,rCG_21429,686610,"RCG21429, isoform CRA_b",A0A096MJZ2,GO:0005783; GO:0051219; GO:0019901; GO:0031369; GO:0042149; GO:0071456; GO:0030968,,K23325,A0A096MJZ2:WD_REPEATS_REGION(82|312),Rattus norvegicus
G3V889,Hikeshi,,293103,Protein Hikeshi,G3V889,GO:0005829; GO:0005634; GO:0030544; GO:0061608; GO:0034605; GO:0006606; GO:0015031,,K23327,,Rattus norvegicus
Q5M808,Hikeshi,,293103,Protein Hikeshi,Q5M808,GO:0005829; GO:0005634; GO:0030544; GO:0061608; GO:0034605; GO:0006606; GO:0015031,,K23327,,Rattus norvegicus
D3ZKQ3,Glmn,rCG_57238,289437,"FKBP-associated protein, isoform CRA_a",D3ZKQ3,GO:0031462; GO:0031463; GO:0031464; GO:0005737; GO:0005171; GO:0031625; GO:0055105; GO:0042692; GO:0042130; GO:0001843; GO:0050715; GO:0045086; GO:0042327; GO:0040029; GO:0032434; GO:0001570,,K23345,,Rattus norvegicus
