A,catalog,counts
Cellular Processes,K11937  pgaD; biofilm PGA synthesis protein PgaD,1
Cellular Processes,"K04761  oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",1
Cellular Processes,"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]",1
Cellular Processes,"K07659  ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR",1
Organismal Systems,K05692  ACTB_G1; actin beta/gamma 1,2
Organismal Systems,K03462  NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12],1
Organismal Systems,K03671  trxA; thioredoxin 1,1
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,K05692  ACTB_G1; actin beta/gamma 1,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K03841  FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",1
Organismal Systems,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Organismal Systems,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",2
Organismal Systems,"K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",3
Organismal Systems,"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",2
Organismal Systems,"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",1
Organismal Systems,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Organismal Systems,"K00507  SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]",2
Organismal Systems,"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",1
Organismal Systems,K08770  UBC; ubiquitin C,1
Organismal Systems,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Organismal Systems,"K00864  glpK, GK; glycerol kinase [EC:2.7.1.30]",2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,K03234  EEF2; elongation factor 2,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K05692  ACTB_G1; actin beta/gamma 1,2
Organismal Systems,K01114  plcC; phospholipase C [EC:3.1.4.3],1
Organismal Systems,K05692  ACTB_G1; actin beta/gamma 1,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Organismal Systems,K02256  COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],2
Organismal Systems,K02261  COX2; cytochrome c oxidase subunit 2,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K07213  ATOX1, ATX1, copZ, golB; copper chaperone",1
Organismal Systems,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Organismal Systems,"K00261  GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",1
Organismal Systems,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Organismal Systems,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Organismal Systems,"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",1
Organismal Systems,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Organismal Systems,"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K05692  ACTB_G1; actin beta/gamma 1,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Organismal Systems,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Organismal Systems,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Organismal Systems,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Organismal Systems,"K00507  SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]",2
Organismal Systems,"K01358  clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",2
Organismal Systems,K04043  dnaK; molecular chaperone DnaK,3
Organismal Systems,"K04077  groEL, HSPD1; chaperonin GroEL",2
Organismal Systems,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Organismal Systems,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Organismal Systems,"K04565  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1
Organismal Systems,K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1],1
Organismal Systems,K03695  clpB; ATP-dependent Clp protease ATP-binding subunit ClpB,2
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,K02183  CALM; calmodulin,1
Organismal Systems,"K00864  glpK, GK; glycerol kinase [EC:2.7.1.30]",2
Organismal Systems,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Organismal Systems,K12340  tolC; outer membrane protein,1
Human Diseases,"K01679  E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]",2
Human Diseases,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Human Diseases,"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",2
Human Diseases,"K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",3
Human Diseases,"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",2
Human Diseases,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Human Diseases,"K00901  dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",1
Human Diseases,K11253  H3; histone H3,1
Human Diseases,"K00558  DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",1
Human Diseases,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,"K03685  rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]",2
Human Diseases,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Human Diseases,K11254  H4; histone H4,1
Human Diseases,"K06063  SNW1, SKIIP, SKIP; SNW domain-containing protein 1",1
Human Diseases,"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",2
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,"K01679  E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]",2
Human Diseases,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Human Diseases,K11251  H2A; histone H2A,1
Human Diseases,K11253  H3; histone H3,1
Human Diseases,K11254  H4; histone H4,1
Human Diseases,"K01488  add, ADA; adenosine deaminase [EC:3.5.4.4]",1
Human Diseases,"K03648  UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]",2
Human Diseases,"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]",2
Human Diseases,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Human Diseases,K02256  COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],2
Human Diseases,K02261  COX2; cytochrome c oxidase subunit 2,2
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Human Diseases,K02256  COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],2
Human Diseases,K02261  COX2; cytochrome c oxidase subunit 2,2
Human Diseases,"K04565  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1
Human Diseases,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Human Diseases,"K04565  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1
Human Diseases,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Human Diseases,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Human Diseases,K02256  COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],2
Human Diseases,K02261  COX2; cytochrome c oxidase subunit 2,2
Human Diseases,"K04565  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,K11251  H2A; histone H2A,1
Human Diseases,K11253  H3; histone H3,1
Human Diseases,K11254  H4; histone H4,1
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",2
Human Diseases,"K04077  groEL, HSPD1; chaperonin GroEL",2
Human Diseases,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Human Diseases,K02256  COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],2
Human Diseases,K02261  COX2; cytochrome c oxidase subunit 2,2
Human Diseases,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Human Diseases,"K00820  glmS, GFPT; glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]",2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K01428  ureC; urease subunit alpha [EC:3.5.1.5],1
Human Diseases,K08303  K08303; putative protease [EC:3.4.-.-],1
Human Diseases,K07375  TUBB; tubulin beta,1
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05759  PFN; profilin,1
Human Diseases,"K13771  nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor",1
Human Diseases,"K05916  hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]",1
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05759  PFN; profilin,1
Human Diseases,"K07347  fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein",1
Human Diseases,K12340  tolC; outer membrane protein,1
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,"K04077  groEL, HSPD1; chaperonin GroEL",2
Human Diseases,"K00239  sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",2
Human Diseases,K03231  EEF1A; elongation factor 1-alpha,3
Human Diseases,K03233  EEF1G; elongation factor 1-gamma,1
Human Diseases,K03596  lepA; GTP-binding protein LepA,2
Human Diseases,K02040  pstS; phosphate transport system substrate-binding protein,1
Human Diseases,K04043  dnaK; molecular chaperone DnaK,3
Human Diseases,"K04077  groEL, HSPD1; chaperonin GroEL",2
Human Diseases,K02183  CALM; calmodulin,1
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,K05692  ACTB_G1; actin beta/gamma 1,2
Human Diseases,"K06063  SNW1, SKIIP, SKIP; SNW domain-containing protein 1",1
Human Diseases,"K08218  ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG",2
Human Diseases,K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52],1
Human Diseases,"K18137  adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon",1
Human Diseases,"K03585  acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",1
Human Diseases,"K18138  acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",2
Human Diseases,"K18139  oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",1
Human Diseases,"K18143  adeS; two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]",1
Human Diseases,"K18144  adeR; two-component system, OmpR family, response regulator AdeR",1
Human Diseases,"K18145  adeA; membrane fusion protein, multidrug efflux system",1
Human Diseases,K18146  adeB; multidrug efflux pump,1
Human Diseases,K12340  tolC; outer membrane protein,1
Human Diseases,K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-],2
Human Diseases,K05515  mrdA; penicillin-binding protein 2,2
Human Diseases,K03587  ftsI; cell division protein FtsI (penicillin-binding protein 3),2
Human Diseases,K20319  blaADC; beta-lactamase class C ADC [EC:3.5.2.6],1
Human Diseases,K18794  blaOXA-51; beta-lactamase class D OXA-51 [EC:3.5.2.6],1
Human Diseases,K01921  ddl; D-alanine-D-alanine ligase [EC:6.3.2.4],2
Human Diseases,K01775  alr; alanine racemase [EC:5.1.1.1],3
Human Diseases,K01929  murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],2
Human Diseases,K01000  mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],2
Human Diseases,K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],2
Human Diseases,K03760  eptA; lipid A ethanolaminephosphotransferase [EC:2.7.8.-],3
Human Diseases,K01406  prtC; serralysin [EC:3.4.24.40],1
Human Diseases,"K01448  E3.5.1.28B, amiA, amiB, amiC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]",1
Human Diseases,"K04771  degP, htrA; serine protease Do [EC:3.4.21.107]",1
Human Diseases,K03673  dsbA; thiol:disulfide interchange protein DsbA,1
Human Diseases,K03767  PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8],1
Human Diseases,"K03585  acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",1
Human Diseases,"K18138  acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",2
Human Diseases,K12340  tolC; outer membrane protein,1
Human Diseases,K00677  lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129],2
Human Diseases,"K17686  copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]",1
Human Diseases,"K00560  thyA, TYMS; thymidylate synthase [EC:2.1.1.45]",2
Human Diseases,K00287  folA; dihydrofolate reductase [EC:1.5.1.3],2
Human Diseases,"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",2
